sym,ret,mfe,peak_day,hold,days_after_peak,giveback,imp,pk_bucket,lk
MCX,0.47600000000000003,0.899288118757243,218,270,52,0.423288118757243,True,>6m,0.47600000000000003
MCX,0.057999999999999996,0.33959250834825516,66,114,48,0.28159250834825517,True,3-6m,0.16979625417412758
MFL,-0.086,0.19295907991163785,12,41,29,0.2789590799116378,True,<1m,-0.086
MIRZAINT,0.679,1.4415137890408984,131,195,64,0.7625137890408984,False,>6m,0.7207568945204492
MOLDTECH,-0.037000000000000005,0.4556935382024836,40,65,25,0.4926935382024836,False,1-2m,0.2278467691012418
MOTILALOFS,0.201,0.6862704959980348,117,182,65,0.4852704959980348,False,3-6m,0.3431352479990174
MRPL,-0.091,0.10866244817804938,39,96,57,0.19966244817804937,False,1-2m,-0.091
MRPL,-0.198,0.4544906570223026,6,77,71,0.6524906570223026,False,<1m,0.2272453285111513
MUTHOOTFIN,-0.084,0.10721895117872116,31,47,16,0.19121895117872117,False,1-2m,-0.084
NATIONALUM,-0.001,0.2464709203839639,57,96,39,0.2474709203839639,False,2-3m,0.12323546019198195
NATIONALUM,-0.145,0.03215561730845562,24,39,15,0.1771556173084556,False,1-2m,-0.145
NAVA,-0.214,0.008293505763283582,14,47,33,0.22229350576328358,True,<1m,-0.214
NAVA,-0.10300000000000001,0.023853568299094574,1,25,24,0.12685356829909458,False,<1m,-0.10300000000000001
NAVINFLUOR,0.009000000000000001,0.14343630194333046,63,105,42,0.13443630194333045,False,2-3m,0.009000000000000001
NAVKARCORP,-0.27399999999999997,0.07206068268015176,8,56,48,0.3460606826801517,False,<1m,-0.27399999999999997
NAZARA,-0.134,0.11315175097276264,34,60,26,0.24715175097276265,True,1-2m,-0.134
NBCC,0.08900000000000001,0.4720573418794063,120,158,38,0.38305734187940627,False,3-6m,0.23602867093970314
NDTV,-0.361,0.10241389270259038,2,89,87,0.46341389270259037,True,<1m,-0.361
NELCO,-0.11599999999999999,0.19160451455349503,53,79,26,0.307604514553495,False,2-3m,-0.11599999999999999
NETWEB,-0.142,0.01647888806991671,81,87,6,0.1584788880699167,True,3-6m,-0.142
NETWEB,-0.12300000000000001,0.06280956140980543,73,91,18,0.18580956140980542,True,3-6m,-0.12300000000000001
NEULANDLAB,3.438,5.519690936324114,376,427,51,2.081690936324114,True,>6m,3.438
NEWGEN,0.889,1.4733391608391608,226,261,35,0.5843391608391608,True,>6m,0.889
NH,0.14300000000000002,0.40084179252290175,78,129,51,0.25784179252290174,False,3-6m,0.20042089626145088
NIITLTD,-0.28,0.07299293652217376,8,27,19,0.3529929365221738,False,<1m,-0.28
NLCINDIA,-0.201,0.13249400479616313,25,106,81,0.33349400479616315,True,1-2m,-0.201
NUCLEUS,0.20199999999999999,0.5513112630121073,159,180,21,0.34931126301210735,True,>6m,0.27565563150605366
OFSS,-0.10099999999999999,0.05534993681979383,19,30,11,0.1563499368197938,False,<1m,-0.10099999999999999
OIL,-0.3,0.0049569707401033725,1,37,36,0.30495697074010336,True,<1m,-0.3
OLECTRA,0.368,0.7217159906459156,115,220,105,0.35371599064591563,True,3-6m,0.368
OLECTRA,0.461,1.2057184395444631,52,103,51,0.744718439544463,False,2-3m,0.6028592197722316
ONMOBILE,-0.191,0.015401146131805099,1,34,33,0.2064011461318051,True,<1m,-0.191
OPTIEMUS,-0.247,0.044699289763471706,48,82,34,0.2916992897634717,True,2-3m,-0.247
ORIENTCEM,-0.065,0.01900271467352499,10,27,17,0.08400271467352499,False,<1m,-0.065
ORIENTHOT,-0.223,0.0,0,17,17,0.0,True,<1m,-0.223
PARADEEP,0.185,0.5925314627604703,68,124,56,0.4075314627604703,False,3-6m,0.29626573138023515
PARADEEP,-0.151,0.011325611325611495,1,9,8,0.1623256113256115,False,<1m,-0.151
PARAGMILK,-0.14300000000000002,0.16125000000000012,7,48,41,0.30425000000000013,True,<1m,-0.14300000000000002
PATANJALI,-0.069,0.0023006420545745865,1,5,4,0.07130064205457459,False,<1m,-0.069
PATANJALI,-0.016,0.017754458279265695,6,12,6,0.033754458279265695,False,<1m,-0.016
PATELENG,0.222,0.6634015526395323,128,154,26,0.4414015526395323,True,>6m,0.33170077631976613
PAYTM,0.235,0.4703574307981724,104,142,38,0.2353574307981724,True,3-6m,0.2351787153990862
PAYTM,-0.191,0.13946090741670836,19,55,36,0.33046090741670836,False,<1m,-0.191
PCBL,-0.316,0.0,0,69,69,0.0,True,<1m,-0.316
PCJEWELLER,0.215,0.7761940022213996,73,103,30,0.5611940022213996,True,3-6m,0.3880970011106998
PCJEWELLER,-0.094,0.43439226519337004,40,99,59,0.52839226519337,True,1-2m,0.21719613259668502
PERSISTENT,-0.083,0.16577330369983012,22,57,35,0.24877330369983014,False,1-2m,-0.083
PFC,0.18600000000000003,0.4443741298569801,131,189,58,0.25837412985698005,True,>6m,0.22218706492849005
PFOCUS,0.355,1.0158034375360478,124,153,29,0.6608034375360479,True,3-6m,0.5079017187680239
PGEL,0.5479999999999999,0.9922156271285394,83,167,84,0.44421562712853946,True,3-6m,0.5479999999999999
POCL,-0.13,0.13461113158864713,42,61,19,0.26461113158864713,True,1-2m,-0.13
POLICYBZR,-0.19,0.045606832767081995,2,9,7,0.235606832767082,False,<1m,-0.19
POLYPLEX,-0.25,0.0,0,33,33,0.0,False,<1m,-0.25
POONAWALLA,0.18899999999999997,0.7668613913967073,93,110,17,0.5778613913967073,False,3-6m,0.38343069569835364
POWERINDIA,-0.138,0.02569303583502358,1,6,5,0.1636930358350236,True,<1m,-0.138
POWERINDIA,-0.122,0.1105041361011394,46,100,54,0.2325041361011394,True,2-3m,-0.122
POWERINDIA,-0.124,0.0,0,9,9,0.0,False,<1m,-0.124
POWERINDIA,-0.205,0.12882995188705015,9,32,23,0.3338299518870501,True,<1m,-0.205
POWERINDIA,-0.151,0.1274270246543272,1,46,45,0.2784270246543272,False,<1m,-0.151
POWERMECH,0.6890000000000001,1.3093836269024992,102,165,63,0.6203836269024992,False,3-6m,0.6890000000000001
PRAJIND,-0.045,0.219094247246022,5,101,96,0.264094247246022,False,<1m,0.109547123623011
PRAKASH,-0.052000000000000005,0.4248194353250163,63,91,28,0.4768194353250163,True,2-3m,0.21240971766250816
PREMEXPLN,-0.319,0.0010563147818050123,4,65,61,0.320056314781805,True,<1m,-0.319
PRICOLLTD,0.628,0.9531826568265682,213,234,21,0.3251826568265682,False,>6m,0.628
PRINCEPIPE,0.61,1.009824561403509,149,177,28,0.3998245614035091,False,>6m,0.61
PSB,0.282,0.5672575599582899,87,210,123,0.2852575599582899,True,3-6m,0.28362877997914493
RAILTEL,-0.128,0.2642168802287408,9,67,58,0.3922168802287408,True,<1m,0.1321084401143704
RAILTEL,-0.175,0.027656477438136706,1,64,63,0.2026564774381367,False,<1m,-0.175
RAJRATAN,-0.222,0.17608386638237383,7,41,34,0.3980838663823738,True,<1m,-0.222
RAMASTEEL,0.335,0.8936691842302977,80,122,42,0.5586691842302978,True,3-6m,0.44683459211514887
RAYMOND,0.711,1.1139147610700237,187,245,58,0.4029147610700238,False,>6m,0.711
RBLBANK,-0.105,0.01155893536121666,75,91,16,0.11655893536121666,True,3-6m,-0.105
RECLTD,0.21600000000000003,0.5200659056137458,131,190,59,0.30406590561374575,True,>6m,0.2600329528068729
REFEX,-0.252,0.03642049112480472,42,92,50,0.2884204911248047,True,1-2m,-0.252
REFEX,-0.402,0.0,0,63,63,0.0,True,<1m,-0.402
RELIGARE,-0.13699999999999998,0.11222978975421993,37,91,54,0.24922978975421992,True,1-2m,-0.13699999999999998
RELINFRA,-0.315,0.0,0,26,26,0.0,True,<1m,-0.315
RELINFRA,0.18100000000000002,0.7231934731934733,101,162,61,0.5421934731934732,False,3-6m,0.36159673659673663
RENUKA,-0.033,0.17009847806624867,110,163,53,0.20309847806624867,False,3-6m,-0.033
RENUKA,-0.35600000000000004,0.10169491525423746,2,97,95,0.4576949152542375,True,<1m,-0.35600000000000004
RHIM,-0.217,0.007870396966737525,3,32,29,0.22487039696673752,True,<1m,-0.217
RICOAUTO,-0.124,0.0,0,5,5,0.0,False,<1m,-0.124
RICOAUTO,-0.221,0.023724792408066353,7,30,23,0.24472479240806636,True,<1m,-0.221
RIIL,-0.107,0.06590212451115107,3,12,9,0.17290212451115106,False,<1m,-0.107
RKFORGE,0.46399999999999997,0.8239717443317762,103,175,72,0.35997174433177626,True,3-6m,0.46399999999999997
RPOWER,-0.253,0.15007261578182995,7,47,40,0.40307261578182996,True,<1m,-0.253
RPOWER,-0.139,0.19354838709677424,4,15,11,0.33254838709677426,False,<1m,-0.139
RPOWER,-0.124,0.20000000000000018,70,107,37,0.3240000000000002,True,3-6m,0.10000000000000009
RTNPOWER,-0.22899999999999998,0.008547008547008517,21,80,59,0.2375470085470085,True,<1m,-0.22899999999999998
RVNL,4.648,7.394403730846102,399,473,74,2.7464037308461027,True,>6m,4.648
SAKSOFT,1.166,1.71527537235885,156,196,40,0.5492753723588502,False,>6m,1.166
SARDAEN,-0.132,0.016381024524192878,1,5,4,0.14838102452419288,False,<1m,-0.132
SAREGAMA,1.546,2.3783029809108864,188,213,25,0.8323029809108864,False,>6m,1.546
SCHAEFFLER,0.156,0.5451989754482411,73,125,52,0.3891989754482411,False,3-6m,0.27259948772412057
SDBL,0.27699999999999997,0.6936056838365898,86,126,40,0.41660568383658986,True,3-6m,0.3468028419182949
SHAILY,-0.187,0.0,0,32,32,0.0,True,<1m,-0.187
SHAKTIPUMP,0.268,1.0970138466688923,131,161,30,0.8290138466688923,True,>6m,0.5485069233344462
SHAKTIPUMP,-0.122,0.1279024006296734,12,78,66,0.2499024006296734,True,<1m,-0.122
SHARDACROP,-0.18899999999999997,0.0,0,15,15,0.0,False,<1m,-0.18899999999999997
SHARDACROP,-0.235,0.05562307857296056,6,39,33,0.29062307857296055,False,<1m,-0.235
SHILPAMED,-0.17300000000000001,0.0,0,30,30,0.0,False,<1m,-0.17300000000000001
SHOPERSTOP,0.353,0.6846695387201849,74,142,68,0.3316695387201849,False,3-6m,0.353
SHRIPISTON,-0.078,0.10772690106296001,7,86,79,0.18572690106296003,False,<1m,-0.078
SIRCA,-0.045,0.10924369747899165,31,78,47,0.15424369747899164,True,1-2m,-0.045
SJVN,-0.113,0.07425777156828506,29,66,37,0.18725777156828505,False,1-2m,-0.113
SKIPPER,-0.107,0.12360609392178401,19,44,25,0.230606093921784,False,<1m,-0.107
SMLISUZU,-0.326,0.0,0,57,57,0.0,True,<1m,-0.326
SMLMAH,-0.192,0.0,0,9,9,0.0,False,<1m,-0.192
SOBHA,-0.035,0.18341383987935012,31,90,59,0.21841383987935012,False,1-2m,-0.035
SOUTHBANK,-0.231,0.059740994175196516,1,61,60,0.2907409941751965,True,<1m,-0.231
SRF,0.026000000000000002,0.16266317614179093,85,108,23,0.13666317614179094,False,3-6m,0.026000000000000002
STAR,-0.021,0.13805452865064693,129,138,9,0.15905452865064693,True,>6m,-0.021
STAR,-0.08199999999999999,0.10682339025652388,5,12,7,0.18882339025652387,False,<1m,-0.08199999999999999
STAR,-0.207,0.04628921113693951,18,55,37,0.2532892111369395,False,<1m,-0.207
STEELXIND,-0.27699999999999997,0.09342783505154628,28,66,38,0.37042783505154625,False,1-2m,-0.27699999999999997
STERTOOLS,-0.14300000000000002,0.1244343891402715,4,76,72,0.2674343891402715,False,<1m,-0.14300000000000002
SUBEXLTD,0.777,1.5129982668977466,126,179,53,0.7359982668977466,True,3-6m,0.777
SUNFLAG,0.28800000000000003,0.8571974035891563,104,159,55,0.5691974035891563,False,3-6m,0.42859870179457815
SUPRIYA,-0.0,0.08649904345449588,2,7,5,0.08649904345449588,False,<1m,-0.0
SUPRIYA,-0.22699999999999998,0.03339326997174408,2,63,61,0.26039326997174406,False,<1m,-0.22699999999999998
SURYAROSNI,0.655,1.4887956231731998,212,252,40,0.8337956231731998,False,>6m,0.7443978115865999
SURYAROSNI,0.359,0.8758994796855974,106,143,37,0.5168994796855975,False,3-6m,0.4379497398427987
SUVENPHAR,-0.044000000000000004,0.11616778660150673,17,58,41,0.16016778660150674,False,<1m,-0.044000000000000004
SUZLON,0.11900000000000001,0.694,72,113,41,0.575,False,3-6m,0.347
SUZLON,1.036,1.5569948186528495,130,193,63,0.5209948186528495,True,>6m,1.036
SWANENERGY,-0.127,0.0,0,24,24,0.0,True,<1m,-0.127
SYRMA,-0.063,0.2070302058273188,71,94,23,0.2700302058273188,True,3-6m,0.1035151029136594
TANLA,-0.048,0.0724574421649935,3,31,28,0.1204574421649935,True,<1m,-0.048
TATAELXSI,1.9280000000000002,2.622245575971252,382,421,39,0.6942455759712518,True,>6m,1.9280000000000002
TATAMTRDVR,-0.13,0.16004765687053224,11,81,70,0.29004765687053224,False,<1m,-0.13
TATAPOWER,0.024,0.2998430141287285,107,128,21,0.27584301412872847,False,3-6m,0.14992150706436425
TATASTEEL,-0.14800000000000002,0.037025226757369634,7,52,45,0.18502522675736965,False,<1m,-0.14800000000000002
TATASTLBSL,-0.098,0.05735528412108337,10,61,51,0.15535528412108338,True,<1m,-0.098
TDPOWERSYS,0.6829999999999999,1.0862396956246037,229,236,7,0.4032396956246037,False,>6m,0.6829999999999999
TECHNOE,-0.048,0.1842971633800008,91,114,23,0.23229716338000078,False,3-6m,-0.048
TEJASNET,1.97,2.9188604399567257,186,284,98,0.9488604399567258,True,>6m,1.97
TEXRAIL,-0.187,0.0,0,2,2,0.0,False,<1m,-0.187
TEXRAIL,0.059000000000000004,0.48128161888701504,102,133,31,0.42228161888701504,True,3-6m,0.24064080944350752
TFCILTD,-0.07,0.0,0,4,4,0.0,False,<1m,-0.07
TFCILTD,0.004,0.03009185936015224,2,2,0,0.02609185936015224,False,<1m,0.004
TFCILTD,0.012,0.3299964875307342,43,105,62,0.3179964875307342,True,2-3m,0.1649982437653671
TI,-0.174,0.0,0,47,47,0.0,True,<1m,-0.174
TIMETECHNO,0.5479999999999999,0.9914580850218515,173,204,31,0.4434580850218516,False,>6m,0.5479999999999999
TIRUMALCHM,-0.298,0.08319439813271101,2,54,52,0.381194398132711,False,<1m,-0.298
TITAGARH,-0.161,0.24613065326633166,18,76,58,0.4071306532663317,False,<1m,0.12306532663316583
TITAGARH,0.037000000000000005,0.4463672066764852,96,132,36,0.4093672066764852,True,3-6m,0.2231836033382426
TNPL,-0.134,0.04218222722159726,5,38,33,0.17618222722159727,True,<1m,-0.134
TRENT,0.085,0.4270031971303805,49,112,63,0.34200319713038047,True,2-3m,0.21350159856519024
TRIDENT,2.495,3.7058823529411766,238,310,72,1.2108823529411765,True,>6m,2.495
TRIL,2.637,3.9240583232077766,173,240,67,1.2870583232077766,True,>6m,2.637
TRITURBINE,0.11599999999999999,0.2910988692374603,141,152,11,0.17509886923746032,False,>6m,0.14554943461873016
TRIVENI,0.015,0.3393096258228545,54,70,16,0.3243096258228545,False,2-3m,0.16965481291142726
TTML,-0.177,1.4557765552264068,29,66,37,1.6327765552264069,False,1-2m,0.7278882776132034
TV18BRDCST,-0.128,0.29345189975747776,24,40,16,0.42145189975747777,False,1-2m,0.14672594987873888
TVSMOTOR,-0.027000000000000003,0.04407545039747873,4,8,4,0.07107545039747873,False,<1m,-0.027000000000000003
TWL,2.753,4.429624510481456,240,276,36,1.6766245104814557,True,>6m,2.753
UCOBANK,-0.168,0.04625199362041443,1,112,111,0.21425199362041444,True,<1m,-0.168
UGARSUGAR,0.13,0.4872787610619467,121,131,10,0.35727876106194667,True,3-6m,0.24363938053097334
UJJIVAN,0.491,0.691909294512878,155,183,28,0.20090929451287798,True,>6m,0.491
UJJIVAN,-0.013000000000000001,0.20970605642138507,15,97,82,0.22270605642138508,True,<1m,0.10485302821069253
UJJIVANSFB,-0.19899999999999998,0.04651162790697683,3,30,27,0.2455116279069768,False,<1m,-0.19899999999999998
UNIONBANK,-0.213,0.15705521472392636,9,76,67,0.37005521472392633,True,<1m,-0.213
UPL,0.04,0.18347656883411712,99,142,43,0.1434765688341171,False,3-6m,0.04
URJA,-0.431,0.04887714663143994,1,106,105,0.47987714663143993,True,<1m,-0.431
USHAMART,-0.18,0.05243317340644271,2,38,36,0.2324331734064427,False,<1m,-0.18
USHAMART,0.231,0.827329902801601,135,173,38,0.596329902801601,False,>6m,0.4136649514008005
VADILALIND,-0.013000000000000001,0.267895453182311,29,68,39,0.280895453182311,False,1-2m,0.1339477265911555
VAIBHAVGBL,0.017,0.4007054822434897,44,117,73,0.38370548224348966,True,2-3m,0.20035274112174484
VASCONEQ,-0.095,0.16259640102827766,66,89,23,0.25759640102827763,True,3-6m,-0.095
VBL,1.13,1.5283924686820192,388,401,13,0.3983924686820193,True,>6m,1.13
VEDL,-0.267,0.0,0,33,33,0.0,True,<1m,-0.267
VENUSPIPES,0.737,1.1071846680830766,289,315,26,0.3701846680830766,True,>6m,0.737
VIMTALABS,-0.152,0.046140939597315356,3,42,39,0.19814093959731535,True,<1m,-0.152
VLEGOV,-0.157,0.2502615746795711,42,65,23,0.40726157467957114,False,1-2m,0.12513078733978555
VOLTAMP,0.068,0.47099239744684307,97,144,47,0.40299239744684306,False,3-6m,0.23549619872342153
VOLTAMP,-0.24,0.001970967788344158,2,84,82,0.24197096778834415,False,<1m,-0.24
VRLLOG,-0.10800000000000001,0.08684920940994978,35,94,59,0.1948492094099498,False,1-2m,-0.10800000000000001
VTL,-0.159,0.051280111938887485,8,21,13,0.2102801119388875,False,<1m,-0.159
WABAG,-0.057,0.2392067620286087,45,71,26,0.2962067620286087,True,2-3m,0.11960338101430434
WEBELSOLAR,-0.12300000000000001,0.436840046929996,17,55,38,0.559840046929996,False,<1m,0.218420023464998
WELCORP,-0.10300000000000001,0.034637828577546825,4,65,61,0.13763782857754683,True,<1m,-0.10300000000000001
WELCORP,-0.11,0.012261259136995939,2,7,5,0.12226125913699594,False,<1m,-0.11
WELCORP,0.021,0.3631493128348475,56,81,25,0.3421493128348475,False,2-3m,0.18157465641742376
WIPRO,-0.08900000000000001,0.046751968503937036,6,20,14,0.13575196850393706,False,<1m,-0.08900000000000001
WOCKPHARMA,0.008,0.24904502046384724,7,51,44,0.24104502046384724,True,<1m,0.12452251023192362
WOCKPHARMA,-0.14800000000000002,0.0,0,5,5,0.0,False,<1m,-0.14800000000000002
WOCKPHARMA,0.9009999999999999,1.7603140136963416,213,229,16,0.8593140136963416,False,>6m,0.9009999999999999
WSTCSTPAPR,-0.24,0.02799304127787461,56,79,23,0.2679930412778746,True,2-3m,-0.24
YATHARTH,-0.11,0.10920728048536565,4,53,49,0.21920728048536564,True,<1m,-0.11
YATRA,-0.193,0.0,0,38,38,0.0,True,<1m,-0.193
ZENSARTECH,-0.157,0.0,0,17,17,0.0,False,<1m,-0.157
ZENTEC,0.495,1.398101619207147,161,186,25,0.9031016192071469,False,>6m,0.6990508096035735
ZENTEC,1.16,1.5638753507605965,91,202,111,0.40387535076059655,False,3-6m,1.16
ZOMATO,0.33899999999999997,0.6420054200542005,170,193,23,0.3030054200542005,False,>6m,0.33899999999999997
