symbol,effective_from,effective_to,note
CIPLA,1998-10-07,,Cipla Ltd. [current-list]
COALINDIA,2011-10-10,,Coal India Ltd. [current-list]
COLPAL,2005-01-03,2005-09-26,Colgate Palmolive (I) Ltd [token-exact]
DABUR,2000-05-10,2007-09-24,Dabur India Ltd. [current-list]
DIVISLAB,2020-09-25,2024-09-30,Divi's Laboratories Ltd. [press-release]
DLF,2008-03-14,2015-03-27,DLF Ltd. [current-list]
DRREDDY,1996-09-17,1997-05-14,Dr. Reddy's Laboratories Ltd. [current-list]
DRREDDY,1999-05-26,2008-09-10,Dr. Reddy's Laboratories Ltd. [current-list]
DRREDDY,2010-10-01,,Dr. Reddy's Laboratories Ltd. [current-list]
EICHERMOT,2016-04-01,,Eicher Motors Ltd. [current-list]
EIHOTEL,1996-09-18,2000-05-24,EIH Ltd. [current-list]
ETERNAL,2025-03-28,,Zomato Ltd. [survivor-rename]
GAIL,2003-05-02,2021-03-31,GAIL (India) Ltd. [press-release]
GESHIP,1996-09-17,1999-05-26,Great Eastern Shipping Company Limited. [current-list]
GLAXO,1996-09-18,2008-03-14,Glaxosmithkline Pharmaceuticals Ltd. [current-list]
GRASIM,1996-09-17,2010-04-08,Grasim Industries Ltd. [current-list]
GRASIM,2011-03-25,2017-05-26,Grasim Industries Ltd. [current-list]
GRASIM,2018-04-02,,Grasim Industries Ltd. [current-list]
HCL-INSYS,2000-05-24,2002-01-17,HCL Infosystems Ltd. [kite-dump]
HCLTECH,2002-10-28,,HCL Technologies Ltd. [current-list]
HDFC,1996-09-17,2023-07-13,Housing Development Finance Corporation Ltd. [press-release]
HDFCBANK,1996-09-17,,HDFC Bank Ltd. [current-list]
HDFCLIFE,2020-07-31,,HDFC Life Insurance Company Ltd. [current-list]
HEROMOTOCO,1996-09-17,1996-09-18,Hero Honda Motors Limited [survivor-rename]
HEROMOTOCO,1998-10-07,2025-09-30,Hero MotoCorp Ltd. [press-release]
HINDALCO,1996-09-17,,Hindalco Industries Ltd. [current-list]
HINDPETRO,1997-05-14,2007-12-12,Hindustan Petroleum Corporation Ltd. [current-list]
HINDPETRO,2017-09-29,2019-03-29,Hindustan Petroleum Corporation Ltd. [current-list]
HINDUNILVR,1996-09-17,,Hindustan Unilever Ltd. [current-list]
ICICIBANK,2002-01-25,,ICICI Bank Ltd. [current-list]
IDEA,2007-12-12,2010-10-01,Idea Cellular Ltd. [survivor-rename]
IDEA,2015-03-27,2017-03-31,Idea Cellular Ltd. [survivor-rename]
IDFC,2009-10-22,2015-05-29,IDFC Ltd. [norm-exact]
INDHOTEL,1996-09-17,2005-02-25,Indian Hotels Co. Ltd. [current-list]
INDIGO,2025-09-30,,InterGlobe Aviation Ltd. [press-release]
INDUSINDBK,2013-04-01,2025-09-30,IndusInd Bank Ltd. [press-release]
INDUSTOWER,2016-04-01,2020-09-25,Bharti Infratel Ltd. [survivor-rename]
INFY,1998-10-07,,Infosys Ltd. [current-list]
IOC,2017-03-31,2022-03-31,Indian Oil Corporation Ltd. [press-release]
IPCL,2005-01-03,2007-10-04,Indian Petrochemicals Corporation Ltd. [norm-exact]
ITC,1996-09-17,,ITC Ltd. [current-list]
JETAIRWAYS,2005-09-26,2007-04-04,Jet Airways (India) Ltd. [norm-exact]
JINDALSTEL,2009-06-17,2015-03-27,Jindal Steel & Power Ltd. [survivor-rename]
JIOFIN,2025-03-28,,Jio Financial Services Ltd. [press-release]
JPASSOCIAT,2009-10-22,2014-03-28,Jaiprakash Associates Ltd. [norm-exact]
JSWSTEEL,2018-09-28,,JSW Steel Ltd. [current-list]
KOTAKBANK,2010-04-08,,Kotak Mahindra Bank Ltd. [current-list]
LT,1996-09-17,2004-05-24,Larsen & Toubro Ltd. [current-list]
LT,2004-12-10,,Larsen & Toubro Ltd. [current-list]
LTM,2023-07-13,2024-09-30,LTIMindtree Ltd. [press-release]
LUPIN,2012-09-28,2018-09-28,Lupin Ltd. [current-list]
M&M,1996-09-18,,Mahindra & Mahindra Ltd. [current-list]
MARUTI,2004-03-01,,Maruti Suzuki India Ltd. [current-list]
MAXHEALTH,2025-09-30,,Max Healthcare Institute Ltd. [press-release]
MRPL,1996-09-17,1998-10-07,Mangalore Refinery & Petrochemicals Ltd. [current-list]
MTNL,1997-05-07,2007-12-12,Mahanagar Telephone Nigam Ltd. [kite-dump]
NATIONALUM,2003-05-02,2009-10-22,National Aluminium Co. Ltd. [current-list]
NESTLEIND,1996-09-18,2003-08-04,Nestle India Limited [current-list]
NESTLEIND,2019-09-27,,Nestle India Ltd. [current-list]
NIITLTD,1998-10-07,2004-03-01,NIIT Ltd. [kite-dump]
NMDC,2013-04-01,2015-09-28,NMDC Ltd. [current-list]
NOVARTIND,1999-05-26,2003-05-02,Novartis India Ltd. [kite-dump]
NTPC,2007-09-24,,NTPC Ltd. [current-list]
ONGC,2004-04-12,,Oil & Natural Gas Corporation Ltd. [current-list]
ORIENTBANK,2005-01-03,2007-04-04,Oriental Bank of Commerce [norm-exact]
PNB,2004-05-24,2016-04-01,Punjab National Bank [current-list]
POWERGRID,2008-03-14,,Power Grid Corporation of India Ltd. [current-list]
RANBAXY,2005-01-03,2014-03-28,Ranbaxy Laboratories Ltd. [norm-exact]
RCOM,2006-09-01,2012-04-27,Reliance Communications Ltd. [backfill-map]
RELCAPITAL,2009-01-12,2011-10-10,Reliance Capital Ltd. [norm-exact]
RELIANCE,1996-09-17,,Reliance Industries Ltd. [current-list]
RELINFRA,1996-09-17,2013-09-27,Reliance Infrastructure Ltd. [backfill-map]
RPL,2007-04-04,2009-06-17,Reliance Petroleum Ltd. [norm-exact]
RPOWER,2008-09-10,2012-04-27,Reliance Power Ltd. [current-list]
SAIL,2003-08-04,2012-09-28,Steel Authority of India Ltd. [current-list]
SAMMAANCAP,2017-03-31,2019-09-27,Indiabulls Housing Finance Ltd. [survivor-rename]
SATYAMCOMP,2005-01-03,2009-01-12,Satyam Computer Services Ltd. [norm-exact]
SBILIFE,2020-09-25,,SBI Life Insurance Company Ltd. [press-release]
SBIN,1996-09-17,,State Bank of India [current-list]
SCI,2002-10-10,2006-06-27,Shipping Corporation of India Ltd. [current-list]
SHREECEM,2020-03-19,2022-09-30,Shree Cement Ltd. [press-release]
SHRIRAMFIN,2024-03-28,,Shriram Finance Ltd. [press-release]
SIEMENS,2006-06-27,2013-04-01,Siemens Ltd. [current-list]
STER,2007-04-04,2011-06-21,Sterlite Industries (India) Ltd. [norm-exact]
SUNPHARMA,2002-01-17,,Sun Pharmaceutical Industries Ltd. [current-list]
SUZLON,2006-06-27,2011-03-25,Suzlon Energy Ltd. [current-list]
TATACHEM,1996-09-17,2006-06-27,Tata Chemicals Ltd. [current-list]
TATACOMM,2002-05-31,2009-10-22,Tata Communications Ltd. [current-list]
TATACONSUM,2005-01-03,2006-09-01,Tata Tea Limited [manual-isin]
TATACONSUM,2021-03-31,,Tata Consumer Products Ltd. [press-release]
TATAMTRDVR,2016-04-01,2017-09-29,Tata Motors Ltd DVR [manual-isin+symbol-chain]
TATAPOWER,1996-09-17,2017-09-29,Tata Power Co. Ltd. [current-list]
TATASTEEL,1996-09-17,,Tata Steel Ltd. [current-list]
TCS,2005-02-25,,Tata Consultancy Services Ltd. [current-list]
TECHM,2014-03-28,,Tech Mahindra Ltd. [current-list]
THERMAX,1996-09-17,1998-10-07,Thermax Ltd. [current-list]
TITAN,2018-04-02,,Titan Company Ltd. [current-list]
TMPV,1996-09-17,,Tata Motors Passenger Vehicles Ltd. [current-list]
TRENT,2024-09-30,,Trent Ltd. [press-release]
ULTRACEMCO,2012-09-28,,UltraTech Cement Ltd. [current-list]
UNITDSPR,2014-03-28,2014-09-19,United Spirits Ltd. [current-list]
UNITECH,2007-10-05,2010-10-01,Unitech Ltd. [kite-dump]
UPL,2017-09-29,2024-03-28,UPL Ltd. [press-release]
VEDL,2010-10-01,2016-04-01,Sesa Sterlite Ltd. [backfill-map]
VEDL,2017-05-26,2020-07-31,Vedanta Ltd. [current-list]
WIPRO,2002-01-17,2013-04-01,Wipro Ltd. [current-list]
WIPRO,2013-09-27,,Wipro Ltd. [current-list]
YESBANK,2015-03-27,2020-03-19,Yes Bank Ltd. [current-list]
ZEEL,2000-05-24,2009-03-27,Zee Entertainment Enterprises Ltd. [current-list]
ZEEL,2014-09-19,2020-09-25,Zee Entertainment Enterprises Ltd. [press-release]
