symbol,pnl_pct,reason,entry_date,exit_date,hold_days
INDIANB,0.03617147866354831,atr_stop,2017-01-30,2017-06-27,148
RECLTD,-0.06945509112182058,atr_stop,2017-04-10,2017-06-27,78
JKCEMENT,-0.14894666925752975,rank,2017-05-22,2017-07-03,42
HINDPETRO,0.9902927163051463,rank,2016-04-25,2017-07-31,462
IOC,0.12379629054974917,rank,2017-01-02,2017-07-31,210
FACT,-0.20508417902119713,atr_stop,2017-06-05,2017-08-07,63
ESCORTS,1.0699642017805249,atr_stop,2016-11-21,2017-08-14,266
MUTHOOTFIN,0.5132750505728221,rank,2016-11-21,2017-08-14,266
CANBK,-0.09998743962144097,rank,2017-05-22,2017-08-14,84
ADANIENT,-0.2045183215066072,atr_stop,2017-07-31,2017-08-21,21
RECLTD,-0.05159870692541846,rank,2017-07-03,2017-08-28,56
ADANIPORTS,0.050428193510450026,rank,2017-07-03,2017-08-28,56
INDIANB,-0.020383294619098713,rank,2017-07-03,2017-09-11,70
TATAINVEST,-0.030091078347506794,rank,2017-07-31,2017-09-25,56
BEL,-0.03746535118383365,rank,2017-08-28,2017-10-09,42
FEDERALBNK,-0.016537719619361235,rank,2017-05-08,2017-11-06,182
HINDPETRO,-0.05870489941461754,rank,2017-08-28,2017-11-06,70
HINDALCO,0.6486236836068022,rank,2016-08-29,2017-11-20,448
VEDL,0.5547699901998655,rank,2016-10-10,2017-11-20,406
ADANIENSOL,1.4146752933760962,atr_stop,2017-05-08,2017-12-04,210
NATIONALUM,-0.02320113150539127,rank,2017-09-11,2017-12-04,84
BANKINDIA,-0.15276653181319377,rank,2017-11-06,2018-01-01,56
MOTILALOFS,0.9387414479525502,atr_stop,2017-02-13,2018-02-05,357
FACT,0.4386810793996423,atr_stop,2017-08-14,2018-02-12,182
IGL,1.893318803074303,rank,2016-02-29,2018-02-12,714
BAJAJFINSV,0.7609448807384636,rank,2017-01-02,2018-02-12,406
APLAPOLLO,0.3216588827705491,atr_stop,2017-08-14,2018-02-26,196
BAJFINANCE,0.9292416478804524,rank,2016-11-21,2018-02-26,462
JSL,1.0188044204929882,rank,2017-02-13,2018-02-26,378
COROMANDEL,0.5536066115473202,rank,2017-02-13,2018-02-26,378
JINDALSTEL,1.1023373813121418,rank,2017-03-14,2018-02-26,349
KEI,0.7454676391258213,rank,2017-05-08,2018-02-26,294
TATASTEEL,0.06663217259369203,rank,2017-08-28,2018-02-26,182
ADANIENT,0.578428672767991,rank,2017-09-11,2018-02-26,168
TATACONSUM,0.0183543137233535,rank,2017-11-20,2018-02-26,98
MOTILALOFS,0.009696991663020738,rank,2018-02-12,2018-02-26,14
ADANIENSOL,0.034896156361478914,atr_stop,2017-12-04,2018-03-12,98
ESCORTS,0.4053768865144447,rank,2017-08-14,2018-03-12,210
PHOENIXLTD,0.19030127433467148,rank,2018-02-26,2018-03-12,14
UNOMINDA,2.628804986832403,atr_stop,2016-11-21,2018-03-19,483
TVSMOTOR,0.11202853957078207,atr_stop,2017-08-14,2018-03-26,224
PRESTIGE,-0.032933474315367195,rank,2017-12-04,2018-04-09,126
VOLTAS,0.06301216662153064,rank,2018-02-12,2018-04-09,56
WIPRO,-0.03045917535167786,rank,2018-02-26,2018-04-09,42
TCS,0.042125776761384515,rank,2018-03-26,2018-04-09,14
ABBOTINDIA,0.057553456185296614,rank,2018-02-26,2018-04-23,56
HINDUNILVR,0.09971038654940045,rank,2018-02-26,2018-04-23,56
PGHH,0.040399164958344835,rank,2018-02-26,2018-04-23,56
HDFCBANK,0.01852099959071052,rank,2018-02-26,2018-04-23,56
HCLTECH,0.12973775289885525,rank,2018-02-26,2018-04-23,56
RELIANCE,-0.007318228053971754,rank,2018-02-26,2018-04-23,56
BLUESTARCO,0.0034002078745760667,rank,2018-03-12,2018-04-23,42
VBL,0.014106241298914801,rank,2018-03-12,2018-04-23,42
LTTS,-0.003988031920191704,rank,2018-04-09,2018-04-23,14
ADANIENSOL,-0.26044730737898425,atr_stop,2018-04-23,2018-05-21,28
PHOENIXLTD,0.16227633973500688,rank,2018-03-26,2018-05-21,56
LTIM,0.1476637119414428,rank,2018-02-26,2018-06-04,98
TECHM,0.1341211411131451,rank,2018-04-09,2018-06-04,56
APLAPOLLO,-0.16612630299754894,rank,2018-04-23,2018-06-18,56
BALKRISIND,1.1724616477317213,atr_stop,2016-11-21,2018-07-02,588
ASHOKLEY,-0.19311930813491884,atr_stop,2018-04-23,2018-07-02,70
GODREJPROP,0.14863704134554556,atr_stop,2017-09-25,2018-07-16,294
DEEPAKNTR,0.7792146370383786,atr_stop,2017-03-14,2018-07-23,496
JINDALSTEL,-0.23909968025434114,atr_stop,2018-05-21,2018-07-23,63
TATACONSUM,-0.17026031143318787,atr_stop,2018-04-23,2018-08-06,105
M&MFIN,0.022278202192452357,rank,2018-06-04,2018-08-13,70
LTIM,0.08144179124380524,rank,2018-08-13,2018-08-27,14
ESCORTS,-0.1882790229144704,atr_stop,2018-04-23,2018-09-10,140
ADANIENT,-0.27004489981768875,atr_stop,2018-08-27,2018-09-10,14
SHRIRAMFIN,-0.14961301741880728,rank,2018-07-30,2018-09-10,42
KEI,-0.21577062132048141,atr_stop,2018-04-23,2018-09-24,154
BAJFINANCE,0.023271312543514444,atr_stop,2018-06-18,2018-09-24,98
BALKRISIND,-0.12570819747820172,atr_stop,2018-08-13,2018-09-24,42
JUBLFOOD,0.40750905332599485,atr_stop,2017-11-20,2018-10-01,315
COFORGE,0.25206924511541073,atr_stop,2018-04-09,2018-10-01,175
TATAELXSI,-0.0500705905262645,atr_stop,2018-06-04,2018-10-01,119
ENDURANCE,0.07873231157160032,atr_stop,2017-10-09,2018-10-08,364
TITAN,0.043504950227007066,atr_stop,2017-11-06,2018-10-08,336
ASTRAL,-0.019939589809587988,atr_stop,2018-01-01,2018-10-08,280
DMART,0.10461933725987538,atr_stop,2018-02-12,2018-10-08,238
BRITANNIA,0.12069181046917388,atr_stop,2018-03-12,2018-10-08,210
UNOMINDA,-0.17307410405177992,atr_stop,2018-04-09,2018-10-08,182
UBL,-0.008413084496056933,atr_stop,2018-07-02,2018-10-08,98
ADANIENSOL,-0.2503283455546398,atr_stop,2018-09-10,2018-10-08,28
JINDALSTEL,-0.22334889791281354,atr_stop,2018-09-10,2018-10-08,28
SAIL,-0.20567968952897042,rank,2018-07-02,2018-10-08,98
BALKRISIND,-0.08629945078786516,rank,2018-09-24,2018-10-08,14
TATAELXSI,-0.06579534993939085,rank,2018-10-08,2018-10-22,14
3MINDIA,-0.04882821822072547,atr_stop,2018-02-26,2018-10-29,245
JSWSTEEL,0.119241997320636,rank,2018-05-21,2018-11-05,168
RELIANCE,-0.11823951412551881,rank,2018-09-24,2018-11-05,42
PAGEIND,0.07777240640614425,atr_stop,2018-04-23,2018-11-19,210
DEEPAKNTR,0.07268491737152338,rank,2018-07-30,2018-12-03,126
SYNGENE,-0.04688061383769415,rank,2018-10-08,2018-12-03,56
AIAENG,-0.012174587385551439,rank,2018-10-08,2018-12-17,70
PGHH,0.032791645554577586,rank,2018-11-19,2018-12-17,28
HONAUT,0.23836210478943687,rank,2018-02-12,2019-01-01,323
BIOCON,-0.01261449316806973,rank,2018-04-23,2019-01-01,253
PHOENIXLTD,0.07323610854995088,rank,2018-10-08,2019-01-01,85
3MINDIA,0.02743259183872171,rank,2018-11-05,2019-01-14,70
LINDEINDIA,-0.06268395691572637,atr_stop,2019-01-01,2019-01-21,20
HCLTECH,-0.0907051911252379,rank,2018-10-08,2019-01-28,112
WIPRO,0.11656549696557694,rank,2018-10-08,2019-01-28,112
HDFCBANK,-0.015293611317373168,rank,2018-12-17,2019-01-28,42
PGHH,-0.006621195781473355,rank,2019-01-14,2019-01-28,14
GODREJCP,-0.018324107335346174,rank,2018-10-08,2019-02-11,126
COLPAL,-0.01888479223692574,rank,2018-12-17,2019-02-11,56
LTTS,-0.09376744383380675,rank,2018-09-24,2019-02-25,154
SRF,0.004736244066955164,rank,2019-02-11,2019-02-25,14
LTIM,-0.032050508777447306,rank,2018-11-05,2019-03-11,126
DMART,0.003871685484513554,rank,2019-02-11,2019-03-11,28
WIPRO,-0.09928472211800288,rank,2019-02-25,2019-03-11,14
TECHM,0.13274697398522295,rank,2018-11-05,2019-03-25,140
MPHASIS,-0.057406651560284794,rank,2019-02-25,2019-03-25,28
HINDUNILVR,0.07000711058884512,rank,2018-10-08,2019-04-08,182
DABUR,-0.03285931979065626,rank,2018-10-08,2019-04-08,182
INFY,0.11400942407422598,rank,2018-10-22,2019-04-08,168
BRITANNIA,-0.048936557396182856,rank,2018-12-03,2019-04-08,126
JUBLFOOD,0.1463434715162244,rank,2018-10-08,2019-04-22,196
NESTLEIND,0.1063854795210093,rank,2018-10-08,2019-05-06,210
