index,company_name,spell_from,spell_to,isin,symbol,symbol_from,symbol_to,method,candidates
nifty250,AstraZenca Pharma India Ltd.,2005-09-25,2007-09-24,INE203A01020,ASTRAIDL,2005-09-25,2007-04-09,manual-isin,
nifty250,AstraZenca Pharma India Ltd.,2005-09-25,2007-09-24,INE203A01020,ASTRAZEN,2007-04-10,2007-09-24,manual-isin,
nifty250,AstraZenca Pharma India Ltd.,2012-04-27,2013-09-27,INE203A01020,ASTRAZEN,2012-04-27,2013-09-27,manual-isin,
nifty250,Bajaj Corp Ltd.,2013-09-27,2017-09-29,INE933K01021,BAJAJCORP,2013-09-27,2017-09-29,manual-isin,
nifty250,Bajaj Hindusthan Ltd.,2005-09-25,2010-10-01,INE306A01021,BAJAJHIND,2005-09-25,2010-10-01,manual-isin,
nifty250,Ballarpur Industries Ltd.,2005-09-25,2007-09-24,INE294A01037,BALLARPUR,,,isin-only,
nifty250,Bharat Financial Inclusion Ltd.,2011-03-25,2012-04-27,INE180K01011,SKSMICRO,2011-03-25,2012-04-27,norm-exact,
nifty250,Bharat Financial Inclusion Ltd.,2015-09-28,2018-12-28,INE180K01011,SKSMICRO,2015-09-28,2016-06-30,norm-exact,
nifty250,Bharat Financial Inclusion Ltd.,2015-09-28,2018-12-28,INE180K01011,BHARATFIN,2016-07-01,2018-12-28,norm-exact,
nifty250,Bhushan Steel Ltd.,2005-09-25,2006-03-02,INE824B01021,BHUSANSTL,2005-09-25,2006-03-02,manual-isin,
nifty250,Bhushan Steel Ltd.,2009-03-27,2015-03-27,INE824B01021,BHUSANSTL,2009-03-27,2015-03-27,manual-isin,
nifty250,Bombay Dyeing & Manufacturing Co. Ltd.,2005-09-25,2009-10-22,INE032A01015,BOMDYEING,2005-09-25,2009-10-22,manual-isin,
nifty250,Bombay Rayon Fashions Ltd.,2011-10-10,2014-09-19,INE589G01011,BRFL,2011-10-10,2014-09-19,norm-exact,
nifty250,Bongaigaon Refinery & Petrochemicals Ltd.,2005-09-25,2007-04-04,INE241A01012,BONGAIREFN,2005-09-25,2007-04-04,norm-exact,
nifty250,CMC Ltd.,2005-09-25,2006-03-02,INE314A01017,CMC,2005-09-25,2006-03-02,norm-exact,
nifty250,CMC Ltd.,2013-04-01,2015-09-28,INE314A01017,CMC,2013-04-01,2015-09-28,norm-exact,
nifty250,CORE Education & Technologies Ltd.,2012-09-28,2013-09-27,INE247G01024,COREEDUTEC,2012-09-28,2013-09-27,norm-exact,
nifty250,Cairn India Ltd.,2007-09-24,2016-11-15,INE910H01017,CAIRN,2007-09-24,2016-11-15,norm-exact,
nifty250,Castrol (India) Ltd.-Old,2009-03-27,2013-09-27,INE172A01019,CASTROL,2009-03-27,2013-09-27,manual-isin,
nifty250,Centurion Bank of Punjab Ltd.,2005-09-25,2008-03-14,INE484A01026,CENBNK,2005-09-25,2005-12-05,norm-exact,
nifty250,Centurion Bank of Punjab Ltd.,2005-09-25,2008-03-14,INE484A01026,CENTBOP,2005-12-06,2008-03-14,norm-exact,
nifty250,Corporation Bank,2005-09-25,2016-04-01,INE112A01015,CORPBANK,2005-09-25,2015-01-22,manual-symbol+isin-set,
nifty250,Corporation Bank,2005-09-25,2016-04-01,INE112A01023,CORPBANK,2015-01-23,2016-04-01,manual-symbol+isin-set,
nifty250,Corporation Bank,2019-09-27,2019-12-27,INE112A01023,CORPBANK,2019-09-27,2019-12-27,manual-symbol,
nifty250,D B Realty Ltd.,2010-10-01,2011-10-10,INE879I01012,DBREALTY,2010-10-01,2011-10-10,manual-isin,
nifty250,DCM Shriram Consolidated Ltd.,2005-09-25,2007-09-24,INE499A01024,DCMSRMCONS,2005-09-25,2007-09-24,manual-isin,
nifty250,Deccan Chronicle Holdings Ltd.,2005-09-25,2011-03-25,INE137G01027,DCHL,2005-09-25,2011-03-25,norm-exact,
nifty250,Dena Bank,2005-09-25,2006-09-01,INE077A01010,DENABANK,2005-09-25,2006-09-01,norm-exact,
nifty250,Dena Bank,2013-04-01,2014-03-28,INE077A01010,DENABANK,2013-04-01,2014-03-28,norm-exact,
nifty250,Dewan Housing Finance Corporation Ltd.,2015-03-27,2019-09-27,INE202B01012,DHFL,2015-03-27,2019-09-27,norm-exact,
nifty250,Dishman Pharmaceuticals & Chemicals Ltd.,2005-09-25,2010-04-08,INE353G01020,DISHMAN,2005-09-25,2010-04-08,norm-exact,
nifty250,Edelweiss Financial Services Ltd.,2008-09-10,2012-09-28,INE532F01047,EDELWEISS,2008-09-10,2011-06-21,norm-exact,
nifty250,Educomp Solutions Ltd.,2007-09-24,2012-09-28,INE216H01027,EDUCOMP,2007-09-24,2012-09-28,norm-exact,
nifty250,Era Infra Engineering Ltd.,2010-04-08,2013-04-01,INE039E01020,ERAINFRA,2010-04-08,2013-04-01,norm-exact,
nifty250,Essar Oil Ltd.,2005-09-25,2015-09-28,INE011A01019,ESSAROIL,2005-09-25,2015-09-28,norm-exact,
nifty250,Essar Ports Ltd.,2008-09-10,2011-03-25,INE282A01016,ESSARSHIP,2008-09-10,2011-03-25,manual-isin,
nifty250,Essar Ports Ltd.,2012-09-28,2014-09-19,INE282A01016,ESSARSHIP,,,isin-only,
nifty250,Essar Steel Ltd.,2006-03-02,2007-09-24,INE127A01021,ESTL,2006-03-02,2007-09-24,manual-isin,
nifty250,Flextronics Software Systems Ltd.,2005-09-25,2005-09-26,INE801A01021,FSS,2005-09-25,2005-09-26,norm-exact,
nifty250,Fresenius Kabi Oncology Ltd.,2005-09-25,2006-03-02,INE575G01010,DABURPHARM,2005-09-25,2006-03-02,norm-exact,
nifty250,Future Consumer Ltd.,2018-04-02,2020-06-26,INE220J01025,FCONSUMER,2018-04-02,2020-06-26,norm-exact,
nifty250,Future Enterprises Ltd.,2005-09-25,2010-04-08,IN9623B01058,PRETAILDVR,2009-02-13,2010-04-08,norm-exact+isin-set,
nifty250,Future Enterprises Ltd.,2005-09-25,2010-04-08,INE623B01027,PANTALOONR,2005-09-25,2010-04-08,norm-exact+isin-set,
nifty250,Future Enterprises Ltd.,2011-03-25,2013-04-01,IN9623B01058,PRETAILDVR,2011-03-25,2013-04-01,norm-exact+isin-set,
nifty250,Future Enterprises Ltd.,2011-03-25,2013-04-01,INE623B01027,PANTALOONR,2011-03-25,2013-04-01,norm-exact+isin-set,
nifty250,Future Retail Ltd.,2017-05-26,2017-10-30,INE752P01024,FRETAIL,2017-05-26,2017-10-30,manual-symbol,
nifty250,GOL Offshore Ltd.,2007-04-04,2010-04-08,INE892H01017,GTOFFSHORE,2007-04-04,2010-04-08,norm-exact,
nifty250,Gammon India Ltd.,2005-09-25,2009-03-27,INE259B01020,GAMMONIND,2005-09-25,2009-03-27,norm-exact,
nifty250,Geodesic Ltd.,2006-03-02,2009-03-27,INE371D01029,GEOINFO,2006-03-02,2008-10-03,norm-exact,
nifty250,Geodesic Ltd.,2006-03-02,2009-03-27,INE371D01029,GEODESIC,2008-10-06,2009-03-27,norm-exact,
nifty250,Gitanjali Gems Ltd.,2012-04-27,2014-03-28,INE346H01014,GITANJALI,2012-04-27,2014-03-28,norm-exact,
nifty250,Gruh Finance Ltd.,2013-04-01,2019-09-27,INE580B01029,GRUH,2013-04-01,2019-09-27,manual-isin,
nifty250,Gujarat Gas Co. Ltd.,2005-09-25,2014-09-19,INE374A01029,GUJRATGAS,2005-09-25,2014-09-19,manual-symbol,
nifty250,Gujarat Industries Power Co. Ltd.,2005-09-25,2006-09-01,INE162A01010,GIPCL,2005-09-25,2006-09-01,norm-exact,
nifty250,Gujarat NRE Coke Ltd.,2005-09-25,2006-09-01,INE110D01013,GUJNRECOKE,2005-09-25,2006-09-01,manual-symbol,
nifty250,Gujarat NRE Coke Ltd.,2008-09-10,2012-04-27,INE110D01013,GUJNRECOKE,2008-09-10,2012-04-27,manual-symbol,
nifty250,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,2005-09-25,2010-04-08,INE113A01013,GNFC,2005-09-25,2010-04-08,norm-exact,
nifty250,Gujarat State Fertilizers & Chemicals Ltd.,2005-09-25,2008-09-10,INE026A01017,GSFC,2005-09-25,2008-09-10,norm-exact,
nifty250,Gujarat State Fertilizers & Chemicals Ltd.,2012-04-27,2014-03-28,INE026A01017,GSFC,2012-04-27,2012-09-20,norm-exact,
nifty250,Hinduja Ventures Ltd.,2005-09-25,2006-09-01,INE353A01015,HTMT,2005-09-25,2006-09-01,manual-isin,
nifty250,Hotel Leela Venture Ltd.,2005-09-25,2008-09-10,INE102A01024,HOTELEELA,2005-09-25,2008-09-10,manual-symbol,
nifty250,IBP Co. Ltd.,2005-09-25,2007-04-04,INE261A01010,IBP,2005-09-25,2007-04-04,norm-exact,
nifty250,IDFC Ltd.,2006-03-02,2015-05-29,INE043D01016,IDFC,2006-03-02,2015-05-29,norm-exact,
nifty250,IDFC Ltd.,2016-04-01,2018-09-28,INE043D01016,IDFC,2016-04-01,2018-09-28,norm-exact,
nifty250,IIFL Holdings Ltd.,2008-03-14,2011-03-25,INE530B01024,INDIAINFO,2008-03-14,2011-03-25,manual-isin,
nifty250,IIFL Holdings Ltd.,2015-03-27,2017-06-23,INE530B01024,IIFL,2015-03-27,2017-06-23,manual-isin,
nifty250,IIFL Holdings Ltd.,2018-04-02,2018-12-28,INE530B01024,IIFL,2018-04-02,2018-12-28,manual-isin,
nifty250,IL&FS Engineering and Construction Company Ltd.,2009-03-27,2009-10-22,INE369I01014,MAYTASINFR,2009-03-27,2009-10-22,norm-exact,
nifty250,ING Vysya Bank Ltd.,2005-09-25,2014-09-19,INE166A01011,INGVYSYABK,2005-09-25,2014-09-19,norm-exact,
nifty250,IVRCL Ltd.,2005-09-26,2011-10-10,INE875A01025,IVRCLINFRA,2005-09-26,2011-10-10,norm-exact,
nifty250,Indiabulls Financial Services Ltd.,2005-09-25,2006-09-01,INE894F01025,INDIABULLS,2005-09-25,2006-09-01,norm-exact,
nifty250,Indiabulls Financial Services Ltd.,2008-09-10,2012-09-28,INE894F01025,INDIABULLS,2008-09-10,2012-09-28,norm-exact,
nifty250,Indiabulls Real Estate Ltd.,2007-09-24,2011-03-25,INE069I01010,IBREALEST,2007-09-24,2011-03-25,manual-symbol,
nifty250,Indiabulls Real Estate Ltd.,2013-09-27,2015-03-27,INE069I01010,IBREALEST,2013-09-27,2015-03-27,manual-symbol,
nifty250,Indiabulls Real Estate Ltd.,2018-04-02,2018-09-28,INE069I01010,IBREALEST,2018-04-02,2018-09-28,manual-symbol,
nifty250,Indian Petrochemicals Corporation Ltd.,2005-09-25,2007-10-05,INE006A01019,IPCL,2005-09-25,2007-10-04,norm-exact,
nifty250,J.B. Chemicals & Pharmaceuticals Ltd.,2005-09-25,2006-03-02,INE572A01028,JBCHEPHARM,2005-09-25,2006-03-02,norm-exact,
nifty250,JSW ISPAT Steel Ltd.,2005-09-25,2005-09-26,INE136A01022,ISPATIND|JSWISPAT,,,isin-only,
nifty250,JSW ISPAT Steel Ltd.,2008-03-14,2010-10-01,INE136A01022,ISPATIND,2008-03-14,2010-10-01,norm-exact,
nifty250,JSW ISPAT Steel Ltd.,2011-10-10,2013-04-01,INE136A01022,JSWISPAT,2011-10-10,2013-04-01,norm-exact,
nifty250,Jaiprakash Associates Ltd.,2005-09-25,2016-04-01,INE455F01025,JPASSOCIAT,2005-09-25,2016-04-01,norm-exact,
nifty250,Jaypee Infratech Ltd.,2010-10-01,2015-03-27,INE099J01015,JPINFRATEC,2010-10-01,2015-03-27,norm-exact,
nifty250,Jet Airways (India) Ltd.,2005-09-26,2014-09-19,INE802G01018,JETAIRWAYS,2005-09-26,2014-09-19,norm-exact,
nifty250,Jet Airways (India) Ltd.,2016-04-01,2017-03-31,INE802G01018,JETAIRWAYS,2016-04-01,2017-03-31,norm-exact,
nifty250,Jubilant Life Sciences Ltd.,2005-09-25,2010-10-01,INE700A01033,JUBILANT,2005-09-25,2010-10-01,manual-symbol,
nifty250,Jubilant Life Sciences Ltd.,2011-03-25,2014-03-28,INE700A01033,JUBILANT,2011-03-25,2014-03-28,manual-symbol,
nifty250,Jyothy Laboratories Ltd.,2013-09-27,2018-04-02,INE668F01031,JYOTHYLAB,2013-09-27,2018-04-02,manual-isin,
nifty250,KSK Energy Ventures Ltd,2009-01-12,2012-09-28,INE143H01015,KSK,2009-01-12,2012-09-28,norm-exact,
nifty250,Kochi Refineries Ltd.,2005-09-25,2006-09-01,INE123A01012,COCHINREFN,2005-09-25,2006-09-01,norm-exact,
nifty250,Lakshmi Machine Works Ltd.,2005-09-25,2009-03-27,INE269B01029,LAXMIMACH,2005-09-25,2009-03-27,manual-symbol,
nifty250,Lanco Infratech Ltd.,2007-04-04,2013-09-27,INE785C01048,LITL,2007-04-04,2013-09-27,norm-exact,
nifty250,Mahindra CIE Automotive Ltd.,2015-09-28,2020-06-26,INE536H01010,MAHINDCIE,2015-09-28,2020-06-26,manual-isin,
nifty250,Mahindra Holidays & Resorts India Ltd.,2010-04-08,2012-09-28,INE998I01010,MHRIL,2010-04-08,2012-09-28,norm-exact,
nifty250,Matrix Laboratories Ltd.,2005-09-25,2009-03-27,INE604D01023,MATRIXLABS,2005-09-25,2009-03-27,norm-exact,
nifty250,Merck Ltd.,2005-09-25,2006-03-02,,,,,unresolved,
nifty250,Micro Inks Ltd.,2005-09-25,2006-09-01,INE056A01014,MICRO,2005-09-25,2006-09-01,norm-exact,
nifty250,MindTree Ltd.,2007-09-24,2008-09-10,INE018I01017,MINDTREE,2007-09-24,2008-09-10,norm-exact,
nifty250,Monsanto India Ltd.,2005-09-25,2007-09-24,INE274B01011,MONSANTO,2005-09-25,2007-09-24,norm-exact,
nifty250,Monsanto India Ltd.,2015-03-27,2016-04-01,INE274B01011,MONSANTO,2015-03-27,2016-04-01,norm-exact,
nifty250,Moser Baer India Ltd.,2005-09-25,2010-04-08,INE739A01015,MOSERBAER,2005-09-25,2010-04-08,token-exact,
nifty250,Nava Bharat Ventures Ltd.,2010-04-08,2011-03-25,INE725A01022,NBVENTURES,2010-04-08,2011-03-25,manual-isin,
nifty250,Nirma Ltd.,2005-09-25,2010-10-01,INE091A01029,NIRMA,2005-09-25,2010-10-01,norm-exact,
nifty250,Opto Circuits (I) Ltd.,2009-10-22,2013-04-01,INE808B01016,OPTOCIRCUI,2009-10-22,2013-04-01,token-exact,
nifty250,Oriental Bank of Commerce,2005-09-25,2016-04-01,INE141A01014,ORIENTBANK,2005-09-25,2016-04-01,norm-exact,
nifty250,Oriental Bank of Commerce,2019-09-27,2019-12-27,INE141A01014,ORIENTBANK,2019-09-27,2019-12-27,norm-exact,
nifty250,Patni Computer Systems Ltd,2005-09-25,2008-03-14,INE660F01012,PATNI,2005-09-25,2008-03-14,norm-exact,
nifty250,Patni Computer Systems Ltd.,2009-03-27,2012-04-27,INE660F01012,PATNI,2009-03-27,2012-04-27,norm-exact,
nifty250,Polaris Consulting & Services Ltd.,2005-09-25,2008-03-14,INE763A01023,POLARIS,2005-09-25,2008-03-14,norm-exact,
nifty250,Punj Lloyd Ltd.,2006-06-27,2011-10-10,INE701B01021,PUNJLLOYD,2006-06-27,2011-10-10,norm-exact,
nifty250,Punjab Tractors Ltd.,2005-09-25,2008-03-14,INE170A01013,PUNJABTRAC,2005-09-25,2008-03-14,norm-exact,
nifty250,REI Six Ten Retail Ltd.,2009-10-22,2010-04-08,INE849J01021,REISIXTEN,2009-10-22,2010-04-08,norm-exact,
nifty250,Ranbaxy Laboratories Ltd.,2005-09-25,2014-09-19,INE015A01028,RANBAXY,2005-09-25,2014-09-19,norm-exact,
nifty250,Rashtriya Chemicals & Fertilizers Ltd.,2005-09-25,2013-09-27,INE027A01015,RCF,2005-09-25,2013-09-27,norm-exact,
nifty250,Reliance Capital Ltd.,2005-09-25,2017-09-05,INE013A01015,RELCAPITAL,2005-09-25,2017-09-05,norm-exact,
nifty250,Reliance Capital Ltd.,2018-02-05,2019-09-27,INE013A01015,RELCAPITAL,2018-02-05,2019-09-27,norm-exact,
nifty250,Reliance Natural Resources Ltd.,2006-09-01,2010-10-01,INE328H01012,RNRL,2006-09-01,2010-10-01,norm-exact,
nifty250,Reliance Naval and Engineering Ltd.,2010-04-08,2015-03-27,INE542F01012,PIPAVAVYD,2010-04-08,2011-09-28,norm-exact,
nifty250,Reliance Naval and Engineering Ltd.,2010-04-08,2015-03-27,INE542F01012,PIPAVAVDOC,2011-09-29,2015-03-27,norm-exact,
nifty250,Reliance Petroleum Ltd.,2006-09-01,2009-06-17,INE475H01011,RPL,2006-09-01,2009-06-17,norm-exact,
nifty250,Rolta India Ltd.,2006-03-02,2011-03-25,INE293A01013,ROLTA,2006-03-02,2011-03-25,norm-exact,
nifty250,Ruchi Soya Industries Ltd.,2012-04-27,2013-04-01,INE619A01027,RUCHISOYA,2012-04-27,2013-04-01,norm-exact,
nifty250,Satyam Computer Services Ltd.,2005-09-25,2009-01-12,INE275A01028,SATYAMCOMP,2005-09-25,2009-01-12,norm-exact,
nifty250,Sintex Industries Ltd.,2006-03-02,2012-09-28,INE429C01027,SINTEX,2006-03-02,2011-06-21,norm-exact,
nifty250,Smithkline Beecham Consumer Healthcare Ltd.,2005-09-25,2019-09-27,INE264A01014,GSKCONS,2005-09-25,2019-09-27,manual-isin,
nifty250,Spice Communications Ltd,2009-03-27,2009-10-22,INE684H01018,SPICETELE,2009-03-27,2009-10-22,norm-exact,
nifty250,State Bank of Bikaner & Jaipur Ltd.,2013-09-27,2015-09-28,INE648A01026,SBBJ,2013-09-27,2015-09-28,norm-exact,
nifty250,State Bank of Mysore,2011-03-25,2012-09-28,INE651A01020,MYSOREBANK,2011-03-25,2012-09-28,norm-exact,
nifty250,State Bank of Travancore,2011-03-25,2014-03-28,INE654A01024,SBT,2011-03-25,2014-03-28,norm-exact,
nifty250,Sterling Biotech Ltd,2005-09-25,2012-04-27,INE324C01038,STERLINBIO,2005-09-25,2012-04-27,norm-exact,
nifty250,Sterlite Industries (India) Ltd.,2005-09-25,2013-04-01,INE268A01031,STER,2005-09-25,2011-06-21,norm-exact,
nifty250,Strides Arcolab Ltd.,2005-09-25,2006-03-02,INE939A01011,STAR,2005-09-25,2006-03-02,manual-isin,
nifty250,Strides Shasun Ltd.,2012-09-28,2018-02-05,INE939A01011,STAR,2012-09-28,2018-02-05,manual-isin,
nifty250,Sun Pharma Advanced Research Company Ltd.,2013-09-27,2019-09-27,INE232I01014,SPARC,2013-09-27,2019-09-27,norm-exact,
nifty250,Sundaram Clayton Ltd.- OLD,2005-09-25,2008-03-14,INE105A01019,SUNDRMCLAY,2005-09-25,2008-03-14,manual-symbol,
nifty250,Syndicate Bank,2005-09-25,2018-04-02,INE667A01018,SYNDIBANK,2005-09-25,2018-04-02,norm-exact,
nifty250,TV18 Broadcast Ltd.,2013-04-01,2019-03-29,INE886H01027,TV18BRDCST,2013-04-01,2019-03-29,norm-exact,
nifty250,Tata Infotech Ltd.-Merged,2005-09-25,2005-09-26,,,,,unresolved,
nifty250,Tata Motors Ltd DVR,2016-04-01,2020-06-26,IN9155A01020,TATAMTRDVR,2016-04-01,2020-06-26,manual-isin+symbol-chain,
nifty250,Television Eighteen India Ltd.,2007-09-24,2009-10-22,INE889A01026,TV-18,2007-09-24,2009-10-22,manual-symbol,
nifty250,Torrent Power AEC Ltd.,2005-09-25,2006-09-01,INE424A01014,TORRENTAEC,2005-09-25,2006-09-01,norm-exact,
nifty250,Tube Investments of India Ltd.-Old,2005-09-25,2007-09-24,INE149A01025,TUBEINVEST,2005-09-25,2007-09-24,manual-isin,
nifty250,Tube Investments of India Ltd.-Old,2014-09-19,2017-05-26,INE149A01025,TUBEINVEST,2014-09-19,2017-05-26,manual-isin,
nifty250,Videocon Industries Ltd.,2006-03-02,2016-09-30,INE703A01011,VIDEOIND,2006-03-02,2016-09-30,norm-exact,
nifty250,Videsh Sanchar Nigam Ltd.,2005-09-25,2018-06-29,INE151A01013,VSNL,2005-09-25,2008-02-22,manual-isin,
nifty250,Videsh Sanchar Nigam Ltd.,2005-09-25,2018-06-29,INE151A01013,TATACOMM,2008-02-25,2018-06-29,manual-isin,
nifty250,Vijaya Bank,2005-09-25,2014-03-28,INE705A01016,VIJAYABANK,2005-09-25,2014-03-28,norm-exact,
nifty250,Vijaya Bank,2017-09-29,2018-04-02,INE705A01016,VIJAYABANK,2017-09-29,2018-04-02,norm-exact,
nifty250,Wyeth Ltd.,2005-09-25,2007-04-04,INE378A01012,WYETHLEDE,2005-09-25,2006-08-31,norm-exact,
nifty250,Wyeth Ltd.,2005-09-25,2007-04-04,INE378A01012,WYETH,2006-09-01,2007-04-04,norm-exact,
nifty250,Zee Telefilms Ltd,2005-09-25,2010-10-01,INE256A01028,ZEETELE,2005-09-25,2007-02-27,namechange-master,
nifty250,Zee Telefilms Ltd,2005-09-25,2010-10-01,INE256A01028,ZEEL,2007-02-28,2010-10-01,namechange-master,
nifty250,iGate Global Solutions Ltd.,2005-09-25,2005-09-26,INE177B01016,IGS,2005-09-25,2005-09-26,norm-exact,
