isin,symbol,ex_date,type,factor_or_amount,detail,face_val,series,subject,source
INE098F01015,AMRUTANJAN,2015-02-13,dividend,1.1,interim,1,EQ,Interim Dividend - Re 1.10/- Per Share,nse-filing
INE647A01010,SRF,2015-02-13,dividend,5.0,interim,10,EQ,Second Interim Dividend Rs 5/- Per Share (Purpose Revised),nse-filing
INE149A01025,TUBEINVEST,2015-02-13,dividend,1.5,interim,2,EQ,Interim Dividend - Re 1.50/- Per Share,nse-filing
INE818A01017,ANTELOPUS,2015-02-16,dividend,5.0,interim,10,EQ,Interim Dividend - Rs 5/- Per Share (Purpose Revised),nse-filing
INE406A01029,AUROPHARMA,2015-02-16,dividend,2.0,interim,1,EQ,Second Interim Dividend - Rs 2.00/- Per Share,nse-filing
INE257A01018,BHEL,2015-02-16,dividend,0.54,interim,2,EQ,Interim Dividend - Re 0.54/- Per Share (Purpose Revised),nse-filing
INE040D01012,MAYURUNIQ,2015-02-16,dividend,0.8,interim,5,EQ,Third Interim Dividend - Re 0.80/- Per Share (Purpose Revised),nse-filing
INE761H01022,PAGEIND,2015-02-16,dividend,18.0,interim,10,EQ,Third Interim Dividend - Rs 18/- Per Share (Purpose Revised),nse-filing
INE002L01015,SJVN,2015-02-16,dividend,0.63,interim,10,EQ,Interim Dividend - Re 0.63/- Per Share,nse-filing
INE127I01024,GOODLUCK,2015-02-18,dividend,0.75,interim,2,EQ,Interim Dividend - Re 0.75/- Per Share (Purpose Revised),nse-filing
INE093A01033,HEXAWARE,2015-02-18,dividend,2.5,interim,2,EQ,Interim Dividend - Rs 2.50/- Per Share,nse-filing
INE170I01016,HGS,2015-02-18,dividend,5.0,interim,10,EQ,Third Interim Dividend - Rs 5/- Per Share,nse-filing
INE092B01017,INDNIPPON,2015-02-18,dividend,4.5,interim,5,EQ,Interim Dividend - Rs 4.50/- Per Share,nse-filing
INE015D01022,MANAKSIA,2015-02-18,dividend,2.0,interim,2,EQ,Interim Dividend - Rs 2/- Per Share (Purpose Revised),nse-filing
INE974H01013,MEGH,2015-02-18,dividend,0.4,interim,1,EQ,Interim Dividend - Re 0.40/- Per Share,nse-filing
INE584A01023,NMDC,2015-02-18,dividend,4.25,interim,1,EQ,Second Interim Dividend - Rs 4.25/- Per Share,nse-filing
INE020B01018,RECLTD,2015-02-18,dividend,8.0,interim,10,EQ,Interim Dividend - Rs 8.00/- Per Share (Purpose Revised),nse-filing
INE114A01011,SAIL,2015-02-18,dividend,1.75,interim,10,EQ,Interim Dividend Re 1.75 Per Share/ Change In Rd (Purpose Revised),nse-filing
INE142I01023,TAKE,2015-02-18,dividend,0.3,interim,1,EQ,Interim Dividend - Re 0.30/- Per Share,nse-filing
INE064C01014,TRIDENT,2015-02-18,dividend,0.3,interim,1,EQ,Second Interim Dividend - Re 0.30/- Per Share (Purpose Revised),nse-filing
,BIRLAPOWER,2015-02-23,consolidation,2.0,observed:bhavcopy-observed,,,,bhavcopy-observed
INE416D01022,BLISSGVS,2015-02-24,dividend,0.2,interim,1,EQ,Interim Dividend - Re 0.20 Per Share,nse-filing
INE111A01017,CONCOR,2015-02-24,dividend,8.0,interim,5,EQ,Interim Dividend Rs 8/- Per Share,nse-filing
INE127B01011,HITECHGEAR,2015-02-24,dividend,1.0,interim,10,EQ,Interim Dividend - Re 1.00/- Per Share,nse-filing
INE987B01018,NATCOPHARM,2015-02-24,dividend,5.0,interim,2,EQ,Interim Dividend - Rs 5/- Per Share,nse-filing
INE757B01015,TRANSWORLD,2015-02-24,dividend,0.7,interim,10,EQ,Interim Dividend Re 0.70 Per Share,nse-filing
INE209B01025,RICOAUTO,2015-02-25,dividend,1.0,interim,1,EQ,Interim Dividend - Re 1/- Per Share,nse-filing
INE199C01026,ADVANIHOTR,2015-02-26,dividend,0.3,interim,2,EQ,Interim Dividend Re 0.30 Per Share,nse-filing
INE213C01025,BANCOINDIA,2015-02-26,dividend,0.5,interim,2,EQ,Interim Dividend - Re 0.50/- Per Share,nse-filing
INE490G01020,MOIL,2015-02-26,dividend,5.0,interim,10,EQ,Interim Dividend - Rs 5/- Per Share (Purpose Revised),nse-filing
INE589A01014,NLCINDIA,2015-02-26,dividend,1.8,interim,10,EQ,Interim Dividend - Re 1.80/- Per Share,nse-filing
INE372C01011,PRECWIRE,2015-02-26,dividend,1.0,interim,1,EQ,Second Interim Dividend - Re 1/- Per Share,nse-filing
INE405E01023,UNOMINDA,2015-02-26,dividend,2.5,interim,2,EQ,Interim Dividend - Rs 2.50/- Per Share,nse-filing
INE475B01014,HIKAL,2015-02-27,split,0.2,10->2,2,EQ,Face Value Split (Sub-Division): From Rs 10/- Per Share To Rs 2/- Per Share,nse-filing
INE842C01013,MINDACORP,2015-02-27,dividend,0.2,interim,2,EQ,Interim Dividend - Re 0.20/- Per Share,nse-filing
INE079A01024,AMBUJACEM,2015-03-02,dividend,3.2,final,2,EQ,Annual General Meeting / Final Dividend - Rs 3.20/- Per Share,nse-filing
INE129A01019,GAIL,2015-03-02,dividend,3.0,interim,10,EQ,Interim Dividend -  Rs 3/- Per Share (Purpose Revised),nse-filing
INE039A01010,IFCI,2015-03-02,dividend,1.0,interim,10,EQ,Interim Dividend - Re 1 Per Share (Purpose Revised),nse-filing
INE522F01014,COALINDIA,2015-03-03,dividend,20.7,interim,10,EQ,Interim Dividend - Rs 20.70/- Per Share (Purpose Revised),nse-filing
INE654A01024,SBT,2015-03-03,rights,,1:5@prem=390.0,10,EQ,Rights 1:5 @ Premium Rs 390/- Per Share,nse-filing
INE134E01011,PFC,2015-03-04,dividend,8.5,interim,10,EQ,Interim Dividend - Rs 8.50/- Per Share (Purpose Revised),nse-filing
INE752E01010,POWERGRID,2015-03-09,dividend,0.69,interim,10,EQ,Interim Dividend - Re 0.69/- Per Share (Purpose Revised),nse-filing
INE208C01025,AEGISLOG,2015-03-10,dividend,2.5,interim,1,EQ,Third Interim Dividend Rs. 2.50/- Per Share (Purpose Revised),nse-filing
INE007A01017,CRISIL,2015-03-10,dividend,10.0,special,1,EQ,Annual General Meeting / Final Dividend - Rs 6/- Per Share / Special Dividend - Rs 4/- Per Share,nse-filing
INE262H01013,PERSISTENT,2015-03-10,bonus,0.5,1:1,5,EQ,Bonus 1 : 1,nse-filing
INE066A01013,EICHERMOT,2015-03-11,dividend,50.0,final,1,EQ,Annual General Meeting / Dividend - Rs 50/- Per Share (Agm And Book Closure Dates Revised),nse-filing
INE776C01039,GMRAIRPORT,2015-03-11,rights,,3:14@prem=14.0,1,EQ,Rights 3:14 @ Premium Rs 14/- Per Share,nse-filing
INE012A01025,ACC,2015-03-12,dividend,19.0,final,10,EQ,Annual General Meeting / Final Dividend - Rs 19/- Per Share,nse-filing
INE893J01011,MOLDTKPAC,2015-03-12,dividend,2.0,interim,5,EQ,Interim Dividend - Rs 2/- Per Share (Purpose Revised),nse-filing
,BIRLAPOWER,2015-03-16,split,0.5,observed:bhavcopy-observed,,,,bhavcopy-observed
INE313D01013,MOHOTAIND,2015-03-16,bonus,0.85714286,1:6,10,EQ,Bonus 1:6,nse-filing
INE966H01019,ZEEMEDIA,2015-03-16,rights,,3:10@prem=17.0,1,EQ,Rights 3:10 @ Premium Rs 17/- Per Share,nse-filing
INE139A01026,NATIONALUM,2015-03-18,dividend,1.25,interim,5,EQ,Interim Dividend - Rs 1.25/- Per Share (Purpose Revised),nse-filing
INE519A01011,FOSECOIND,2015-03-19,dividend,10.0,final,10,EQ,Annual General Meeting/Final Dividend Rs 10 Per Share,nse-filing
INE860A01027,HCLTECH,2015-03-19,bonus,0.5,1:1,2,EQ,Bonus 1 : 1,nse-filing
INE781B01015,NOIDATOLL,2015-03-19,dividend,1.0,interim,10,EQ,Interim Dividend - Re 1/- Per Share (Purpose Revised),nse-filing
INE669C01028,TECHM,2015-03-19,bonus,0.5,1:1,5,EQ,Bonus 1:1 / Face Value Split - From Rs 10/- Per Share To Rs 5/- Per Share,nse-filing
INE669C01028,TECHM,2015-03-19,split,0.5,10->5,5,EQ,Bonus 1:1 / Face Value Split - From Rs 10/- Per Share To Rs 5/- Per Share,nse-filing
INE031B01015,AJANTPHARM,2015-03-20,split,0.4,5->2,2,EQ,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share,nse-filing
INE206B01013,ZODIACLOTH,2015-03-20,dividend,0.6,interim,10,EQ,Interim Dividend - Re 0.60/- Per Share,nse-filing
INE510A01010,ENGINERSIN,2015-03-23,dividend,3.0,interim,5,EQ,Interim Dividend - Rs 3/- Per Share (Purpose Revised),nse-filing
INE101D01012,GRANULES,2015-03-23,split,0.1,10->1,1,EQ,Face Value Split Rs 10 To Rs 1,nse-filing
INE305A01015,TFCILTD,2015-03-23,dividend,1.0,interim,2,EQ,Interim Dividend - Re 1/- Per Share (Purpose Revised),nse-filing
INE767A01016,AARTIDRUGS,2015-03-24,bonus,0.5,1:1,10,EQ,Bonus 1:1,nse-filing
INE126A01023,EIDPARRY,2015-03-24,dividend,2.0,interim,1,EQ,Interim Dividend - Rs 2/- Per Share (Purpose Revised),nse-filing
INE274J01014,OIL,2015-03-24,dividend,10.0,interim,10,EQ,Interim Dividend - Rs 10/- Per Share (Purpose Revised),nse-filing
INE213A01011,ONGC,2015-03-24,dividend,4.0,interim,5,EQ,Second Interim Dividend - Rs 4/- Per Share (Purpose Revised),nse-filing
INE001A01028,HDFC,2015-03-25,dividend,2.0,interim,2,EQ,Interim Dividend - Rs 2/- Per Share (Purpose Revised),nse-filing
INE105A01035,TVSHLTD,2015-03-25,dividend,4.0,interim,5,EQ,Second Interim Dividend Rs 4/- Per Share,nse-filing
INE531A01016,KANSAINER,2015-03-26,split,0.1,10->1,1,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,nse-filing
INE956G01020,WABAG,2015-03-26,bonus,0.5,1:1,2,EQ,Bonus 1 : 1,nse-filing
INE169A01023,COROMANDEL,2015-03-27,dividend,2.0,interim,1,EQ,Interim Dividend - Rs 2/- Per Share (Purpose Revised),nse-filing
INE999A01015,KSB,2015-03-30,dividend,5.5,final,2,EQ,Annual General Meeting / Dividend - Rs 5.50/- Per Share,nse-filing
INE216D01018,KSERASERA,2015-03-30,split,0.1,10->1,1,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,nse-filing
INE199A01012,PGHL,2015-03-30,dividend,6.0,final,10,EQ,Annual General Meeting / Dividend - Rs 6/- Per Share,nse-filing
INE648A01026,SBBJ,2015-03-30,dividend,14.3,interim,10,EQ,Interim Dividend - Rs 14.30/- Per Share (Purpose Revised),nse-filing
INE513A01014,SCHAEFFLER,2015-03-30,dividend,7.5,final,2,EQ,Dividend - Rs 7.50/- Per Share,nse-filing
IN9155A01012,TATAMTRDVR,2015-04-06,rights,,6:109@prem=269.0,2,EQ,Rights 6:109 @ Premium Rs.269/- Per Share,nse-filing
INE155A01022,TMPV,2015-04-06,rights,,6:109@prem=448.0,2,EQ,Rights 6:109 @ Premium Rs. 448/- Per Share,nse-filing
INE259A01022,COLPAL,2015-04-08,dividend,8.0,interim,1,EQ,Third Interim Dividend - Rs 8/- Per Share (Purpose Revised),nse-filing
INE640A01023,SKFINDIA,2015-04-08,dividend,2.5,final,10,EQ,Annual General Meeting/ Final Dividend - Rs 2.50/- Per Share,nse-filing
INE458F01011,UNITEDTEA,2015-04-08,dividend,1.0,interim,10,EQ,Interim Dividend - Re 1/- Per Share,nse-filing
INE376G01013,BIOCON,2015-04-09,dividend,5.0,interim,5,EQ,Interim Dividend Rs 5/- Per Share,nse-filing
INE071D01025,MENONBE,2015-04-09,split,0.2,5->1,1,EQ,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,nse-filing
INE651A01020,MYSOREBANK,2015-04-09,dividend,5.0,interim,10,EQ,Interim Dividend - Rs 5/- Per Share,nse-filing
INE070I01018,INSECTICID,2015-04-16,bonus,0.66666667,1:2,10,EQ,Bonus 1:2,nse-filing
INE920K01010,KBIL,2015-04-16,dividend,20.0,interim,10,EQ,Second Interim Dividend - Rs 20/- Per Share,nse-filing
INE450D01021,PITTIENG,2015-04-16,split,0.5,10->5,5,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,nse-filing
INE058A01010,SANOFI,2015-04-16,dividend,35.0,special,10,EQ,Annual General Meeting / Final Dividend - Rs 24/- Per Share / Special One-Time Dividend - Rs 11/- Per Share,nse-filing
INE007A01017,CRISIL,2015-04-23,dividend,4.0,interim,1,EQ,Interim Dividend - Rs 4/- Per Share (Purpose Revised),nse-filing
INE275B01026,HUHTAMAKI,2015-04-23,dividend,2.8,final,2,EQ,Annual General Meeting/Dividend Rs. - 2.80/- Per Share,nse-filing
INE935O01010,SFCL,2015-04-23,demerger,,,1,EQ,Demerger,nse-filing
INE615H01020,TITAGARH,2015-04-23,split,0.2,10->2,2,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,nse-filing
INE860A01027,HCLTECH,2015-04-24,dividend,4.0,interim,2,EQ,Interim Dividend - Rs 4/- Per Share (Purpose Revised),nse-filing
INE386A01015,VESUVIUS,2015-04-27,dividend,6.0,final,1,EQ,Annual General Meeting / Final Dividend - Rs 6/- Per Share,nse-filing
INE117A01022,ABB,2015-04-28,dividend,3.7,final,2,EQ,Annual General Meeting / Dividend - Rs 3.70/- Per Share,nse-filing
INE473A01011,LINDEINDIA,2015-04-30,dividend,1.5,final,10,EQ,Annual General Meeting / Dividend - Rs 1.50/- Per Share,nse-filing
INE852F01015,GDL,2015-05-05,dividend,3.0,interim,10,EQ,Second Interim Dividend - Rs 3/- Per Share (Purpose Revised),nse-filing
INE102D01028,GODREJCP,2015-05-05,dividend,2.5,interim,1,EQ,Fourth Interim Dividend - Rs 2.50/- Per Share (Purpose Revised),nse-filing
INE093A01033,HEXAWARE,2015-05-05,dividend,2.0,interim,2,EQ,Annual General Meeting/ Interim Dividend Rs. 2/- Per Share (Purpose Revised),nse-filing
INE424H01027,SUNTV,2015-05-05,dividend,6.0,interim,5,EQ,Interim Dividend Rs 6/- Per Share (Purpose Revised),nse-filing
INE494B01015,TVSMOTOR,2015-05-05,dividend,1.15,interim,1,EQ,Second Interim Dividend - Rs 1.15 Per Share (Purpose Revised),nse-filing
INE172A01027,CASTROLIND,2015-05-06,dividend,4.0,final,5,EQ,Final Dividend - Rs 4/- Per Share,nse-filing
INE274G01010,DHANI,2015-05-06,dividend,1.0,interim,2,EQ,Interim Dividend - Re 1/- Per Share,nse-filing
INE148I01020,SAMMAANCAP,2015-05-06,dividend,9.0,interim,2,EQ,Interim Dividend Rs 9/- Per Share,nse-filing
INE519A01011,FOSECOIND,2015-05-07,dividend,3.5,interim,10,EQ,Interim Dividend - Rs 3.50 Per Share (Purpose Revised),nse-filing
INE075D01018,GMBREW,2015-05-08,dividend,2.5,final,10,EQ,Annual General Meeting/Dividend - Rs 2.50/- Per Share,nse-filing
INE353A01023,NDLVENTURE,2015-05-08,dividend,15.0,interim,10,EQ,Interim Dividend - Rs 15/- Per Share,nse-filing
INE002A01018,RELIANCE,2015-05-08,dividend,10.0,final,10,EQ,Dividend - Rs 10/- Per Share,nse-filing
INE266F01018,APTECHT,2015-05-11,dividend,1.75,interim,10,EQ,Interim Dividend - Rs 1.75/- Per Share,nse-filing
INE267A01017,HINDZINC,2015-05-12,dividend,2.5,final,2,EQ,Dividend Rs 2.50 Per Share,nse-filing
INE105A01035,TVSHLTD,2015-05-13,dividend,6.0,interim,5,EQ,Third Interim Dividend - Rs 6/- Per Share (Purpose Revised),nse-filing
INE651A01020,MYSOREBANK,2015-05-14,dividend,1.0,final,10,EQ,Annual General Meeting/Dividend Re 1/- Per Share,nse-filing
INE654A01024,SBT,2015-05-14,dividend,5.0,final,10,EQ,Dividend - Rs 5/- Per Share,nse-filing
INE475B01014,HIKAL,2015-05-18,dividend,0.5,interim,2,EQ,Interim Dividend - Re 0.50/- Per Share,nse-filing
INE239A01016,NESTLEIND,2015-05-19,dividend,26.5,interim,1,EQ,Annual General Meeting/Final Dividend - Rs 12.50/- Per Share / Interim Dividend - Rs 14/- Per Share (Purpose Revised),nse-filing
INE528G01019,YESBANK,2015-05-21,dividend,9.0,final,2,EQ,Annual General Meeting/ Dividend - Rs 9/- Per Share,nse-filing
INE742F01042,ADANIPORTS,2015-05-22,dividend,1.1,final,2,EQ,Dividend - Rs 1.10/- Per Share,nse-filing
INE314A01017,CMC,2015-05-22,dividend,27.5,final,10,EQ,Annual General Meeting/Dividend Rs 27.50 Per Share,nse-filing
INE939D01015,HARITASEAT,2015-05-22,dividend,2.5,interim,10,EQ,Interim Dividend Rs. 2.50 Per Share (Purpose Revised),nse-filing
INE602G01020,KITEX,2015-05-25,dividend,1.25,final,1,EQ,Annual General Meeting/ Dividend - Rs 1.25/- Per Share,nse-filing
INE401H01017,KKCL,2015-05-25,dividend,3.0,interim,10,EQ,Fourth Interim Dividend - Rs 3/- Per Share,nse-filing
INE522D01027,MANAPPURAM,2015-05-25,dividend,0.45,interim,2,EQ,Interim Dividend - Re 0.45/- Per Share,nse-filing
INE046A01015,RIIL,2015-05-26,dividend,3.5,final,10,EQ,Annual General Meeting And Dividend Rs - 3.50 Per Share,nse-filing
INE301A01014,RAYMOND,2015-05-27,dividend,3.0,final,10,EQ,Dividend - Rs 3/- Per Share,nse-filing
INE171A01011,FEDERALBNK,2015-05-28,dividend,2.2,final,2,EQ,Annual General Meeting / Dividend - Rs 2.20/- Per Share,nse-filing
INE227C01017,MMFL,2015-05-28,dividend,3.0,interim,10,EQ,Interim Dividend - Rs 3/- Per Share,nse-filing
INE062A01012,SBIN,2015-05-28,dividend,3.5,final,1,EQ,Dividend - Rs 3.50/- Per Share (Purpose Revised),nse-filing
INE370E01029,VIVIDHA,2015-05-28,bonus,0.09090909,10:1,1,EQ,Bonus 10:1,nse-filing
INE158A01026,HEROMOTOCO,2015-06-01,dividend,30.0,final,2,EQ,Dividend - Rs 30/- Per Share,nse-filing
,ADANIENT,2015-06-03,split,0.296819,observed:kite-observed,,,,kite-observed
INE154A01025,ITC,2015-06-03,dividend,6.25,final,1,EQ,Dividend - Rs 6.25/- Per Share,nse-filing
INE411H01024,RSYSTEMS,2015-06-03,dividend,0.95,final,1,EQ,Annual General Meeting/Dividend - Re 0.95/- Per Share (Purpose Revised),nse-filing
INE473B01035,HATSUN,2015-06-04,dividend,1.2,interim,1,EQ,Second Interim Dividend - Rs 1.20 Per Share (Purpose Revised),nse-filing
INE090A01013,ICICIBANK,2015-06-04,dividend,5.0,final,2,EQ,Annual General Meeting/ Dividend - Rs 5/- Per Share,nse-filing
INE821I01014,IRB,2015-06-04,dividend,2.0,interim,1,EQ,Second Interim Dividend - Rs 2/- Per Share (Purpose Revised),nse-filing
INE761H01022,PAGEIND,2015-06-04,dividend,19.0,interim,10,EQ,Interim Dividend - Rs 19/- Per Share (Purpose Revised),nse-filing
INE949H01015,MANINFRA,2015-06-05,dividend,0.54,interim,2,EQ,Interim Dividend - Re 0.54/- Per Share,nse-filing
INE467B01029,TCS,2015-06-05,dividend,24.0,final,1,EQ,Annual General Meeting /Dividend - Rs 24/- Per Share,nse-filing
INE545H01011,TIIL,2015-06-05,dividend,5.0,interim,10,EQ,Interim Dividend - Rs 5/- Per Share,nse-filing
INE406A01029,AUROPHARMA,2015-06-08,dividend,1.0,interim,1,EQ,Third Interim Dividend - Re 1/- Per Share,nse-filing
INE780C01023,JMFINANCIL,2015-06-08,dividend,0.8,final,1,EQ,Final Dividend - Re 0.80/- Per Share,nse-filing
INE547E01014,IMPAL,2015-06-09,dividend,10.0,interim,10,EQ,Interim Dividend - Rs 10/- Per Share,nse-filing
INE387A01021,SUNDRMFAST,2015-06-09,dividend,0.9,interim,1,EQ,Second Interim Dividend - Re 0.90/- Per Share,nse-filing
INE141A01014,ORIENTBANK,2015-06-10,dividend,3.3,final,10,EQ,Annual General Meeting/ Dividend - Rs 3.30/- Per Share,nse-filing
INE763A01023,POLARIS,2015-06-10,dividend,10.0,final,5,EQ,Annaul General Meeting/Final Dividend Rs 10/- Per Share,nse-filing
INE045J01018,FCL,2015-06-11,split,0.2,10->2,1,EQ,Face Valus Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,nse-filing
INE018I01017,MINDTREE,2015-06-11,dividend,10.0,final,10,EQ,Annual General Meeting/ Final Dividend - Rs 10/- Per Share,nse-filing
INE813H01021,TORNTPOWER,2015-06-11,dividend,1.5,final,10,EQ,Dividend Rs 1.50 Per Share,nse-filing
INE703A01011,VIDEOIND,2015-06-11,dividend,2.0,final,10,EQ,Annual General Meeting/ Dividend - Rs 2/- Per Share,nse-filing
INE613A01012,RALLIS,2015-06-12,dividend,1.5,final,1,EQ,Annual General Meeting/Dividend - Rs 1.50/- Per Share,nse-filing
INE705A01016,VIJAYABANK,2015-06-12,dividend,1.5,final,10,EQ,Annual General Meeting/ Dividend - Rs 1.50 Per Share,nse-filing
INE009A01021,INFY,2015-06-15,bonus,0.5,1:1,5,EQ,Annual General Meeting/ Dividend - Rs 29.50/- Per Share And Bonus 1:1,nse-filing
INE009A01021,INFY,2015-06-15,dividend,29.5,final,5,EQ,Annual General Meeting/ Dividend - Rs 29.50/- Per Share And Bonus 1:1,nse-filing
INE685A01028,TORNTPHARM,2015-06-15,dividend,6.25,final,5,EQ,Dividend - Rs 6.25/- Per Share,nse-filing
INE028A01013,BANKBARODA,2015-06-16,dividend,3.2,final,2,EQ,Annual General Meeting/ Dividend - Rs 3.20/- Per Share,nse-filing
INE580B01011,GRUH,2015-06-16,dividend,2.0,final,2,EQ,Annual General Meeting/Dividend Rs 2/- Per Sahre,nse-filing
INE208A01029,ASHOKLEY,2015-06-17,dividend,0.45,final,1,EQ,Annual General Meeting/Dividend - Re 0.45 Per Share,nse-filing
INE694C01018,LAKSHVILAS,2015-06-17,dividend,2.0,final,10,EQ,Dividend Rs 2/- Per Share,nse-filing
INE428A01015,ALBK,2015-06-18,dividend,1.63,final,10,EQ,Annual General Meeting/ Dividend - Rs 1.63/- Per Share,nse-filing
INE100A01010,ATUL,2015-06-18,dividend,8.5,final,10,EQ,Annual General Meeting/Dividend - Rs 8.50/- Per Share,nse-filing
INE378J01013,CMAHENDRA,2015-06-18,bonus,0.5,1:1,10,EQ,Bonus 1:1,nse-filing
INE077A01010,DENABANK,2015-06-18,dividend,0.9,final,10,EQ,Annual General Meeting/Dividend - Re 0.90/- Per Share,nse-filing
INE244A01016,DENORA,2015-06-18,dividend,1.5,final,10,EQ,Dividend Rs 1.50 Per Share,nse-filing
INE237A01010,KOTAKBANK,2015-06-18,dividend,0.9,final,1,EQ,Annual General Meeting/Dividend Re 0.90/- Per Share,nse-filing
INE935O01010,SFCL,2015-06-18,dividend,1.0,interim,1,EQ,Interim Dividend - Re 1/-Per Share,nse-filing
INE667A01018,SYNDIBANK,2015-06-18,dividend,4.7,final,10,EQ,Annual General Meeting/ Dividend - Rs 4.70/- Per Share,nse-filing
INE692A01016,UNIONBANK,2015-06-18,dividend,6.0,final,10,EQ,Annual General Meeting/ Dividend - Rs 6/- Per Share,nse-filing
INE270I01014,VISHNU,2015-06-18,dividend,1.0,final,2,EQ,Dividend - Re 1/- Per Share,nse-filing
INE191B01025,WELCORP,2015-06-18,dividend,0.5,final,5,EQ,Dividend - Re 0.50 Per Share,nse-filing
INE192B01031,WELSPUNLIV,2015-06-18,dividend,7.5,final,1,EQ,Final Dividend - Rs 7.50/- Per Share,nse-filing
INE340A01012,BIRLACORPN,2015-06-19,dividend,6.0,final,10,EQ,Annual General Meeting / Dividend Rs 6/- Per Share,nse-filing
INE255A01020,EPL,2015-06-19,dividend,1.6,final,2,EQ,Annual General Meeting/ Dividend Rs 1.60 Per Share,nse-filing
INE030A01027,HINDUNILVR,2015-06-19,dividend,9.0,final,1,EQ,Annual General Meeting/ Dividend - Rs 9/- Per Share,nse-filing
INE457A01014,MAHABANK,2015-06-19,dividend,0.8,final,10,EQ,Annual General Meeting/ Dividend - Re 0.80/- Per Share,nse-filing
INE048G01018,NAVINFLUOR,2015-06-19,dividend,8.5,final,2,EQ,Final Dividend - Rs 8.50/- Per Share,nse-filing
INE959A01019,PRIVISCL,2015-06-19,dividend,2.5,final,10,EQ,Annual General Meeting/Dividend - Rs 2.50/- Per Share,nse-filing
INE608A01012,PSB,2015-06-19,dividend,0.6,final,10,EQ,Annual General Meeting/ Dividend - Re 0.60/- Per Share,nse-filing
INE112A01015,CORPBANK,2015-06-22,dividend,1.4,final,2,EQ,Annual General Meeting/ Dividend - Rs 1.40/- Per Share,nse-filing
INE160A01014,PNB,2015-06-22,dividend,3.3,final,2,EQ,Annual General Meeting/ Dividend - Rs 3.30/- Per Share,nse-filing
INE483A01010,CENTRALBK,2015-06-23,dividend,0.5,final,10,EQ,Annual General Meeting/ Dividend - Re 0.50/- Per Share,nse-filing
INE562A01011,INDIANB,2015-06-23,dividend,4.2,final,10,EQ,Annual General Meeting/ Dividend - Rs 4.20/- Per Share,nse-filing
INE691A01018,UCOBANK,2015-06-23,dividend,2.0,final,10,EQ,Annual General Meeting/ Dividend - Rs 2/- Per Share,nse-filing
INE893I01013,VASCONEQ,2015-06-23,rights,,14:19@prem=5.0,10,EQ,Rights 14:19 @ Premium Rs 5/- Per Share,nse-filing
INE021A01018,ASIANPAINT,2015-06-24,dividend,4.3,final,1,EQ,Annual General Meeting/ Dividend - Rs 4.30/- Per Share,nse-filing
INE477A01012,CANFINHOME,2015-06-24,dividend,7.0,final,2,EQ,Annual General Meeting/Dividend Rs 7/- Per Share,nse-filing
INE031B01015,AJANTPHARM,2015-06-25,dividend,6.0,final,2,EQ,Annual General Meeting/ Dividend - Rs 6/- Per Share,nse-filing
INE476A01014,CANBK,2015-06-25,dividend,10.5,final,2,EQ,Annual General Meeting/Dividend - Rs 10.50/- Per Share,nse-filing
INE988E01010,JMTAUTOLTD,2015-06-25,split,0.2,10->2,1,EQ,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,nse-filing
INE401H01017,KKCL,2015-06-25,dividend,35.0,interim,10,EQ,Interim Dividend - Rs 35/- Per Share,nse-filing
INE093I01010,OBEROIRLTY,2015-06-25,dividend,2.0,final,10,EQ,Dividend - Rs 2/- Per Share,nse-filing
INE219H01039,SRSLTD,2015-06-25,bonus,0.5,1:1,10,EQ,Bonus 1:1,nse-filing
INE150B01013,ALKYLAMINE,2015-06-26,dividend,4.0,final,2,EQ,Annual General Meeting/ Dividend - Rs 4/- Per Share,nse-filing
INE531A01016,KANSAINER,2015-06-26,dividend,1.4,final,1,EQ,Annual General Meeting/Dividend-Re 1.40/- Per Share (Book Closure Start Date Revised),nse-filing
INE076B01010,SIYSIL,2015-06-26,dividend,10.0,final,2,EQ,Annual General Meeting / Dividend - Rs 10/- Per Share,nse-filing
INE504B01011,BLUESTINFO,2015-06-29,dividend,4.0,final,10,EQ,Annual General Meeting/ Dividend - Rs 4/- Per Share,nse-filing
INE016A01026,DABUR,2015-06-29,dividend,0.75,final,1,EQ,Annual General Meeting/ Dividend - Re 0.75/- Per Share,nse-filing
INE426D01013,GOACARBON,2015-06-29,dividend,1.0,final,10,EQ,Annual General Meeting/ Dividend Re 1/- Per Share,nse-filing
INE176B01018,HAVELLS,2015-06-29,dividend,3.0,final,1,EQ,Annaul General Meeting/Dividend - Rs 3/- Per Share,nse-filing
INE434A01013,ANDHRABANK,2015-06-30,dividend,2.0,final,10,EQ,Annual General Meeting/ Dividend - Rs 2/- Per Share,nse-filing
INE096B01018,NUCLEUS,2015-06-30,dividend,5.0,final,10,EQ,Annual General Meeting/ Dividend - Rs 5/- Per Share,nse-filing
