isin,symbol,ex_date,type,factor_or_amount,detail,face_val,series,subject,source
INE110D01013,GUJNRECOKE,2004-12-30,dividend,1.0,final,10,EQ,Agm / Dividend-10%,nse-filing
,KTKBANK,2005-01-13,split,0.404218,observed:kite-observed,,,,kite-observed
INE449A01011,AUTOAXLES,2005-01-20,dividend,6.5,final,10,EQ,Dividend -65%,nse-filing
,IPCALAB,2005-01-28,split,0.5,observed:kite-observed,,,,kite-observed
,AARTIIND,2005-02-09,split,0.3333333333333333,observed:kite-observed,,,,kite-observed
INE332A01027,THOMASCOOK,2005-02-22,dividend,0.375,final,1,EQ,Agm/Dividend-37.5%,nse-filing
,MOTHERSON,2005-02-24,split,0.6666666666666666,observed:kite-observed,,,,kite-observed
,BSOFT,2005-03-03,split,0.5,observed:kite-observed,,,,kite-observed
,GLENMARK,2005-03-04,split,0.5,observed:kite-observed,,,,kite-observed
,RICOAUTO,2005-03-11,split,0.1,observed:kite-observed,,,,kite-observed
INE341A01010,VDOCONINTL,2005-03-15,dividend,1.0,final,10,EQ,Agm/Dividend-10%,nse-filing
,BALRAMCHIN,2005-03-23,split,0.1,observed:kite-observed,,,,kite-observed
,BATAINDIA,2005-04-13,split,0.9090909090909092,observed:kite-observed,,,,kite-observed
,BAJFINANCE,2005-04-26,split,0.8181818181818182,observed:kite-observed,,,,kite-observed
INE019A01020,JSWSTEEL,2005-04-29,dividend,0.5,final,1,EQ,Agm/ Dividend-50%,nse-filing
INE434A01013,ANDHRABANK,2005-05-11,dividend,1.5,final,10,EQ,Dividend-15%             Purpose Revsied,nse-filing
INE565A01014,IOB,2005-05-12,dividend,1.0,final,10,EQ,Dividend-10%,nse-filing
INE006A01019,IPCL,2005-05-12,dividend,4.5,final,10,EQ,Dividend-Rs.4.50 Pershare,nse-filing
INE002A01018,RELIANCE,2005-05-12,dividend,7.5,final,10,EQ,Dividend-Rs.7.5/- Per Sh.,nse-filing
INE170A01013,PUNJABTRAC,2005-05-18,dividend,5.5,final,10,EQ,Dividend-55%,nse-filing
INE477A01012,CANFINHOME,2005-05-20,dividend,0.5,final,2,EQ,Dividend-25%,nse-filing
INE667A01018,SYNDIBANK,2005-05-20,dividend,1.4,final,10,EQ,Dividend-14%,nse-filing
INE549A01026,HCC,2005-05-24,dividend,6.0,final,1,EQ,Agm/Dividend-Rs.6/ Per Shbc End Date Revised,nse-filing
INE177B01016,IGS,2005-05-25,dividend,0.6,final,4,EQ,Agm/ Dividend-15%,nse-filing
INE269A01021,SONATSOFTW,2005-05-25,dividend,0.35,final,1,EQ,Agm/ Dividend-35%,nse-filing
INE040A01018,HDFCBANK,2005-05-26,dividend,0.45,final,1,EQ,Agm/ Dividend-45%        Purpose Revised,nse-filing
INE168A01017,J&KBANK,2005-05-26,dividend,0.8,final,1,EQ,Agm/ Dividend-80%,nse-filing
INE900C01027,ASAL,2005-05-27,dividend,1.2,final,10,EQ,Agm/ Dividend-12%,nse-filing
,EIDPARRY,2005-05-27,split,0.2,observed:kite-observed,,,,kite-observed
INE301A01014,RAYMOND,2005-05-30,dividend,4.0,final,10,EQ,Agm/Dividend-40%,nse-filing
INE013A01015,RELCAPITAL,2005-05-30,dividend,3.0,final,10,EQ,Dividend-30%,nse-filing
INE036A01016,RELINFRA,2005-05-30,dividend,1.4,final,10,EQ,Dividend-14%,nse-filing
INE058A01010,SANOFI,2005-05-31,dividend,12.5,final,10,EQ,Agm/ Final Dividend -125%,nse-filing
INE580B01011,GRUH,2005-06-01,dividend,0.42,final,2,EQ,Agm/ Dividend-21%,nse-filing
INE009A01021,INFY,2005-06-01,dividend,6.5,final,5,EQ,Agm/ Dividend-130%,nse-filing
INE691A01018,UCOBANK,2005-06-01,dividend,1.0,final,10,EQ,Agm/Dividend-10%,nse-filing
INE428A01015,ALBK,2005-06-02,dividend,1.5,final,10,EQ,Agm/Egm/Fin Dividend-15%,nse-filing
INE187A01017,JBFIND,2005-06-02,dividend,2.0,final,10,EQ,Dividend-Rs.2/- Per Share,nse-filing
INE567A01010,NIPPOBATRY,2005-06-03,dividend,10.0,final,5,EQ,Agm/Dividend-200%,nse-filing
INE494B01015,TVSMOTOR,2005-06-03,dividend,0.6,interim,1,EQ,2nd Interim Dividend-60%,nse-filing
INE702A01013,VARUNSHIP,2005-06-03,dividend,2.0,final,10,EQ,Dividend-20%,nse-filing
INE660F01012,PATNI,2005-06-07,dividend,2.0,final,2,EQ,Agm/Dividend-100%,nse-filing
INE081A01012,TATASTEEL,2005-06-07,dividend,1.3,final,1,EQ,Dividend-130%,nse-filing
INE692A01016,UNIONBANK,2005-06-07,dividend,1.5,final,10,EQ,Agm/Final Dividend-15%,nse-filing
INE320A01014,BANKRAJAS,2005-06-09,dividend,1.1,final,10,EQ,Agm/Dividend-11%,nse-filing
INE685A01028,TORNTPHARM,2005-06-09,dividend,8.0,final,5,EQ,Dividend - Rs.8/- Per Sh,nse-filing
INE314A01017,CMC,2005-06-10,dividend,4.5,final,10,EQ,Agm /Dividend-45%,nse-filing
INE017A01024,GESHIPPING,2005-06-10,dividend,3.0,final,10,EQ,Dividend-Rs.3/- Per Share,nse-filing
INE183A01016,FINPIPE,2005-06-13,dividend,0.6,final,2,EQ,Agm/ Dividend-30%,nse-filing
INE939A01011,STAR,2005-06-13,dividend,1.5,final,10,EQ,Agm/ Dividend-15%        Bc Dates Revised,nse-filing
INE177A01018,INGERRAND,2005-06-15,dividend,3.0,final,10,EQ,Dividend-30%,nse-filing
INE613A01012,RALLIS,2005-06-15,dividend,0.1,final,1,EQ,Agm/Dividend-10%,nse-filing
,GREENPLY,2005-06-16,split,0.5,observed:kite-observed,,,,kite-observed
INE050B01023,IVC,2005-06-16,dividend,0.6,final,2,EQ,Agm/ Dividend-30%,nse-filing
INE364A01012,JAYSREETEA,2005-06-16,dividend,1.0,final,5,EQ,Agm/ Dividend-20%,nse-filing
INE259B01020,GAMMONIND,2005-06-17,dividend,0.5,final,2,EQ,Dividend-25%,nse-filing
INE290B01025,OCL,2005-06-17,dividend,1.0,final,2,EQ,Dividend-50%,nse-filing
INE062A01012,SBIN,2005-06-17,dividend,12.5,final,1,EQ,Dividend-Rs.12.50 Per Sha,nse-filing
,AMBUJACEM,2005-06-20,split,0.133333,observed:kite-observed,,,,kite-observed
INE365B01017,DATAMATICS,2005-06-20,dividend,1.25,final,5,EQ,Agm/Dividend-25%,nse-filing
INE718A01019,YOKOGAWA,2005-06-21,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE021A01018,ASIANPAINT,2005-06-22,dividend,0.55,final,1,EQ,Agm/Final Dividend-55%,nse-filing
INE457A01014,MAHABANK,2005-06-22,dividend,1.4,final,10,EQ,Agm/Dividend-14%,nse-filing
INE120A01026,CARBORUNIV,2005-06-23,bonus,0.5,1:1,1,EQ,Agm/ Div-100%/Bonus 1:1,nse-filing
INE086A01029,ELECTCAST,2005-06-23,dividend,1.25,final,1,EQ,Dividend-125%,nse-filing
INE295A01018,EVERESTIND,2005-06-23,dividend,5.0,final,10,EQ,Agm/ Dividend-50%,nse-filing
INE176B01018,HAVELLS,2005-06-24,dividend,0.5,final,1,EQ,Dividend-50%,nse-filing
INE458B01028,BHAGYNAGAR,2005-06-27,dividend,0.5,final,2,EQ,Agm/Dividend-25%,nse-filing
INE130B01023,SURANAT&P,2005-06-27,dividend,0.2,final,1,EQ,Agm/Dividend-20%,nse-filing
INE943D01017,MPSLTD,2005-06-28,dividend,4.5,final,10,EQ,Dividend-45%,nse-filing
INE296A01016,BAJFINANCE,2005-06-29,dividend,0.75,final,1,EQ,Agm/Dividend-75%,nse-filing
INE376G01013,BIOCON,2005-06-29,dividend,2.0,final,5,EQ,Dividend-40%,nse-filing
INE169A01023,COROMANDEL,2005-06-29,dividend,0.75,final,1,EQ,Dividend-75%,nse-filing
INE016A01026,DABUR,2005-06-29,dividend,1.5,final,1,EQ,Agm/Dividend-150%,nse-filing
INE507C01012,GODAVRFERT,2005-06-29,dividend,1.0,final,10,EQ,Dividend-10%,nse-filing
INE047A01013,GRASIM,2005-06-29,dividend,16.0,final,2,EQ,Dividend-Rs.16 Per Share,nse-filing
INE978A01019,HERITGFOOD,2005-06-29,dividend,1.5,final,5,EQ,Agm/Dividend-30%,nse-filing
INE038A01020,HINDALCO,2005-06-29,dividend,20.0,final,1,EQ,Dividend-Rs.20 Per Share,nse-filing
INE156A01020,INDORAMA,2005-06-29,dividend,3.0,final,10,EQ,Agm/Final Dividend-30%,nse-filing
INE059G01015,INDORAMTEX,2005-06-29,dividend,2.0,final,10,EQ,Agm/ Dividend-20%,nse-filing
INE643A01035,JTEKTINDIA,2005-06-29,dividend,0.5,final,1,EQ,Agm/ Dividend-50%,nse-filing
INE288A01013,MAHSCOOTER,2005-06-29,dividend,2.5,final,10,EQ,Agm/Dividend-25%,nse-filing
INE141A01014,ORIENTBANK,2005-06-29,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE381A01016,SAMTEL,2005-06-29,dividend,2.5,final,10,EQ,Dividend-25%,nse-filing
INE631A01022,SHANTIGEAR,2005-06-29,dividend,0.5,final,1,EQ,Agm/Dividend-50%,nse-filing
INE647A01010,SRF,2005-06-29,dividend,2.5,final,10,EQ,Agm/Dividend-25%,nse-filing
INE662A01027,SUPERSPIN,2005-06-29,dividend,0.4,final,1,EQ,Agm/Dividend-40%,nse-filing
INE674A01014,TATASTLLP,2005-06-29,dividend,7.0,final,10,EQ,Agm/Dividend-70%,nse-filing
INE075A01022,WIPRO,2005-06-29,dividend,5.0,final,2,EQ,Agm/ Dividend-Rs.5 Per Sh,nse-filing
INE084A01016,BANKINDIA,2005-06-30,dividend,1.0,final,10,EQ,Agm/Dividend-10%,nse-filing
INE250A01021,KIRLOSOIL,2005-06-30,dividend,1.5,final,2,EQ,Agm/Final Dividend-75%,nse-filing
INE055A01016,ABREL,2005-07-05,dividend,2.5,final,10,EQ,Agm / Dividend-25%,nse-filing
INE053A01029,INDHOTEL,2005-07-05,dividend,1.0,final,1,EQ,Dividend-100%,nse-filing
INE032A01015,BOMDYEING,2005-07-06,dividend,4.0,final,2,EQ,Dividend-Rs. 4/-Per Share,nse-filing
INE277A01016,SWARAJENG,2005-07-06,dividend,22.5,final,10,EQ,Agm/Dividend-225%,nse-filing
INE467B01029,TCS,2005-07-06,dividend,5.0,final,1,EQ,Agm/Dividend-500%,nse-filing
INE208A01029,ASHOKLEY,2005-07-07,dividend,1.0,final,1,EQ,Agm/Dividend-100%,nse-filing
INE089A01023,DRREDDY,2005-07-07,dividend,5.0,final,1,EQ,Dividend-Rs.5/- Per Share,nse-filing
INE749A01030,JINDALSTEL,2005-07-07,dividend,2.0,final,1,EQ,Dividend-200%,nse-filing
INE036D01010,KARURVYSYA,2005-07-07,dividend,2.0,final,2,EQ,Agm/Dividend-100%,nse-filing
INE614B01018,KTKBANK,2005-07-07,dividend,2.0,final,10,EQ,Agm/Dividend-20%,nse-filing
INE056C01010,TATAMETALI,2005-07-07,dividend,6.0,final,10,EQ,Agm/ Dividend-60%,nse-filing
INE944B01019,TODAYS,2005-07-07,dividend,1.5,final,10,EQ,Agm/Dividend-15%,nse-filing
INE050A01017,BBTC,2005-07-08,dividend,0.4,final,2,EQ,Agm/Dividend-20%,nse-filing
INE230A01023,EIHOTEL,2005-07-08,dividend,0.8,final,2,EQ,Agm/Dividend-40%,nse-filing
INE575G01010,FKONCO,2005-07-08,dividend,0.1,final,1,EQ,Dividend-10%,nse-filing
,HCL-INSYS,2005-07-08,split,0.2,observed:kite-observed,,,,kite-observed
INE133A01011,JSWDULUX,2005-07-08,dividend,5.5,final,10,EQ,Agm/Dividend-55%         Purpose Revised,nse-filing
INE557B01019,LIBERTSHOE,2005-07-08,dividend,6.0,final,10,EQ,Agm/Dividend @ 60%,nse-filing
INE808B01016,OPTOCIRCUI,2005-07-08,dividend,3.5,final,10,EQ,Agm/Dividend-35%,nse-filing
INE763A01023,POLARIS,2005-07-08,dividend,1.75,final,5,EQ,Dividend-35%,nse-filing
INE924A01013,SALORAINTL,2005-07-08,dividend,2.5,final,10,EQ,Agm/Dividend-25%,nse-filing
INE670A01012,TATAELXSI,2005-07-08,dividend,5.5,final,10,EQ,Agm/Dividend-55%,nse-filing
INE672A01018,TATAINVEST,2005-07-08,dividend,1.2,final,1,EQ,Dividend-120%,nse-filing
INE119A01028,BALRAMCHIN,2005-07-11,dividend,1.6,final,1,EQ,Agm/Dividend-160%,nse-filing
INE463A01020,BERGEPAINT,2005-07-11,dividend,0.35,final,1,EQ,Agm/Dividend-35%,nse-filing
INE136B01020,CYIENT,2005-07-11,dividend,0.75,final,5,EQ,Dividend-15%,nse-filing
INE205A01025,VEDL,2005-07-11,dividend,2.0,final,1,EQ,Dividend-200%,nse-filing
INE520A01019,ZENSARTECH,2005-07-11,dividend,0.46,final,2,EQ,Agm/Dividend-23%,nse-filing
INE547G01019,LUMAXAUTO,2005-07-12,dividend,1.2,final,10,EQ,Agm/Dividend-12%,nse-filing
INE630A01016,SESHAPAPER,2005-07-12,dividend,0.36,final,2,EQ,Dividend-18%,nse-filing
INE872A01014,SREINFRA,2005-07-12,dividend,1.5,final,10,EQ,Dividend-15%,nse-filing
INE245A01013,TATAPOWER,2005-07-12,dividend,0.75,final,1,EQ,Agm/Dividend-75%,nse-filing
INE757B01015,TRANSWORLD,2005-07-12,dividend,1.3,final,10,EQ,Agm/Dividend-13%,nse-filing
INE664A01015,WINSOMEDJ,2005-07-12,dividend,1.2,final,10,EQ,Agm/Dividend-12%,nse-filing
INE651B01010,AZTECSOFT,2005-07-13,dividend,0.3,final,3,EQ,Agm/Dividend-10%,nse-filing
INE836A01035,BSOFT,2005-07-13,dividend,0.7,final,2,EQ,Agm/Dividend-35%,nse-filing
INE285A01027,ELGIEQUIP,2005-07-13,dividend,0.6,final,1,EQ,Dividend-60%,nse-filing
INE220B01022,KPIL,2005-07-13,dividend,1.0,final,2,EQ,Agm/Dividend-50%,nse-filing
INE473A01011,LINDEINDIA,2005-07-13,dividend,1.5,final,10,EQ,Agm/ Dividend-15%,nse-filing
INE191A01019,ORCHIDPHAR,2005-07-13,dividend,4.0,final,10,EQ,Agm/Dividend-40%,nse-filing
INE027A01015,RCF,2005-07-13,dividend,1.4,final,10,EQ,Dividend-14%,nse-filing
INE660A01013,SUNDARMFIN,2005-07-13,dividend,1.5,final,10,EQ,Agm/Dividend-15%,nse-filing
INE149A01025,TUBEINVEST,2005-07-13,dividend,1.4,final,2,EQ,Agm/Dividend-70%,nse-filing
INE392A01013,VISAKAIND,2005-07-13,dividend,0.4,final,2,EQ,Agm/Dividend-20%,nse-filing
INE922A01025,BEPL,2005-07-14,dividend,0.1,final,1,EQ,Agm/Dividend-10%,nse-filing
INE557A01011,BIRLANU,2005-07-14,dividend,2.5,final,10,EQ,Agm/Dividend-25%,nse-filing
INE486A01013,CESC,2005-07-14,dividend,0.25,final,1,EQ,Agm/Dividend-25%,nse-filing
INE221A01014,CLARIANT,2005-07-14,dividend,6.0,final,10,EQ,Dividend-60%,nse-filing
INE514G01019,CREWBOS,2005-07-14,dividend,1.0,final,10,EQ,Agm/Dividend-10%         Bc Revised,nse-filing
INE126A01023,EIDPARRY,2005-07-14,dividend,1.25,final,1,EQ,Agm/Dividend-125%,nse-filing
INE371A01025,GRAPHITE,2005-07-14,dividend,0.9,final,2,EQ,Agm/Dividend-45%         Bc Dates Revised,nse-filing
INE043C01018,IVP,2005-07-14,dividend,2.2,final,10,EQ,Dividend-Rs.2.20per Share,nse-filing
INE138C01024,KANORICHEM,2005-07-14,dividend,1.5,final,5,EQ,Agm/Dividend-30%,nse-filing
INE790C01014,PATSPINLTD,2005-07-14,dividend,0.6,final,10,EQ,Agm/Dividend-6%,nse-filing
INE602A01023,PCBL,2005-07-14,dividend,0.15,final,1,EQ,Agm/Dividend-15%,nse-filing
INE455B01016,PHOENIXLL,2005-07-14,dividend,1.5,final,10,EQ,Agm/ Dividend-15%,nse-filing
INE838E01017,PONNIERODE,2005-07-14,dividend,1.0,final,10,EQ,Agm/Dividend-10%,nse-filing
INE413A01017,RANEBRAKE,2005-07-14,dividend,3.0,final,10,EQ,Dividend-30%,nse-filing
INE384A01010,RANEHOLDIN,2005-07-14,dividend,2.5,final,10,EQ,Dividend-25%,nse-filing
INE385A01017,REVL,2005-07-14,dividend,3.0,final,10,EQ,Dividend-30%,nse-filing
INE495C01010,SANGAMIND,2005-07-14,dividend,1.1,final,10,EQ,Agm/Dividend-11%,nse-filing
INE275A01028,SATYAMCOMP,2005-07-14,dividend,3.0,final,2,EQ,Agm/ Dividend-150%,nse-filing
INE659A01015,SUDARSCHEM,2005-07-14,dividend,0.6,final,2,EQ,Dividend-30%,nse-filing
INE152A01029,THERMAX,2005-07-14,dividend,2.4,final,2,EQ,Agm/ Dividend-120%,nse-filing
INE351A01019,UNICHEMLAB,2005-07-14,dividend,1.4,final,2,EQ,Agm/Dividend-70%,nse-filing
INE228A01035,USHAMART,2005-07-14,dividend,0.3,final,1,EQ,Agm/Dividend-30%,nse-filing
INE167C01023,VISHALEXPO,2005-07-14,dividend,0.4,final,1,EQ,Agm/Dividend-40%,nse-filing
INE010B01027,ZYDUSLIFE,2005-07-14,dividend,1.2,final,1,EQ,Agm/ Dividend-120%,nse-filing
INE298A01020,CUMMINSIND,2005-07-15,dividend,2.0,final,2,EQ,Agm/Dividend-100%,nse-filing
INE202B01012,DHFL,2005-07-15,dividend,2.0,final,10,EQ,Dividend-20%,nse-filing
INE695G01016,ETCNET,2005-07-15,dividend,1.0,final,10,EQ,Agm/Dividend-10%,nse-filing
INE369A01029,EXCELINDUS,2005-07-15,dividend,0.5,final,5,EQ,Agm/Dividend-10%,nse-filing
INE233A01035,GODREJIND,2005-07-15,dividend,4.0,final,1,EQ,Dividend-Rs.4/- Per Share,nse-filing
INE531A01016,KANSAINER,2005-07-15,dividend,1.15,final,1,EQ,Agm/Dividend-115%,nse-filing
INE237A01010,KOTAKBANK,2005-07-15,dividend,0.125,final,1,EQ,Agm/Dividend-12.5%,nse-filing
INE326A01029,LUPIN,2005-07-15,dividend,1.3,final,2,EQ,Agm/Dividend-65%,nse-filing
INE725A01022,NAVA,2005-07-15,dividend,1.0,final,1,EQ,Agm/Dividend-100%,nse-filing
INE750A01012,ORIENTHOT,2005-07-15,dividend,0.55,final,1,EQ,Agm/Dividend-55%,nse-filing
INE806C01018,TIL,2005-07-15,dividend,1.25,final,10,EQ,Agm/ Dividend-12.5%,nse-filing
INE054B01017,TORRENTSEC,2005-07-15,dividend,3.6,final,10,EQ,Dividend-36%,nse-filing
INE121A01016,CHOLAFIN,2005-07-18,dividend,1.0,final,2,EQ,Agm/Dividend-50%,nse-filing
INE499A01024,DCMSHRIRAM,2005-07-18,dividend,1.1,final,2,EQ,Agm/Dividend-55%,nse-filing
INE223G01017,EXCELCROP,2005-07-18,dividend,3.75,final,5,EQ,Agm/Dividend-75%         Purpose Revised,nse-filing
INE634A01018,HONDAPOWER,2005-07-18,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE342A01018,PREMIER,2005-07-18,dividend,1.5,final,10,EQ,Agm/Dividend-15%,nse-filing
INE605A01026,PRICOL,2005-07-18,dividend,1.0,final,1,EQ,Agm/Dividend-100%,nse-filing
INE435C01024,TEXINFRA,2005-07-18,dividend,0.2,final,1,EQ,Agm/Dividend-20%,nse-filing
INE116A01016,APCOTEXIND,2005-07-19,dividend,0.36,final,2,EQ,Dividend-18%,nse-filing
INE491A01021,CUB,2005-07-19,dividend,0.4,final,1,EQ,Agm/Dividend-40%,nse-filing
INE222A01012,GEORGWILIM,2005-07-19,dividend,4.0,final,10,EQ,Agm/Dividend-40%,nse-filing
INE439A01020,ASAHIINDIA,2005-07-20,dividend,1.5,final,1,EQ,Agm/Dividend-150%,nse-filing
INE465A01025,BHARATFORG,2005-07-20,split,0.2,10->2,2,EQ,Spl Rs10 To Rs2 /Div-125%,nse-filing
INE158A01026,HEROMOTOCO,2005-07-20,dividend,20.0,final,2,EQ,Agm/Dividend-1000%,nse-filing
INE178C01020,SMARTLINK,2005-07-20,dividend,1.6,final,2,EQ,Dividend-80%,nse-filing
INE754A01014,SUBEX,2005-07-20,dividend,2.0,final,10,EQ,Agm/Dividend-20%,nse-filing
INE424A01014,TORRENTAEC,2005-07-20,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE398A01010,VENKEYS,2005-07-20,dividend,3.5,final,10,EQ,Agm/Dividend-35%,nse-filing
INE302A01020,EXIDEIND,2005-07-21,dividend,0.25,final,1,EQ,Agm/Dividend-25%,nse-filing
INE323C01022,INDIANHUME,2005-07-21,dividend,1.0,final,2,EQ,Agm/Dividend-50%,nse-filing
INE868B01028,NCC,2005-07-21,dividend,1.2,final,2,EQ,Agm/Dividend - 60%,nse-filing
INE511C01022,POONAWALLA,2005-07-21,dividend,0.3,final,2,EQ,Agm/Dividend-15%,nse-filing
INE667G01015,SAKSOFT,2005-07-21,dividend,0.1,final,1,EQ,Agm/Dividend-10%,nse-filing
INE202C01010,SIRPAPER,2005-07-21,dividend,5.0,final,10,EQ,Agm/Dividend-50%,nse-filing
INE586B01026,TAJGVK,2005-07-21,dividend,0.9,final,2,EQ,Agm/ Dividend-45%,nse-filing
INE192A01025,TATACONSUM,2005-07-21,dividend,1.0,final,1,EQ,Agm/Dividend-100%,nse-filing
INE373A01013,BASF,2005-07-22,dividend,6.0,final,10,EQ,Agm/Dividend-60%,nse-filing
INE188B01013,IGARASHI,2005-07-22,dividend,1.5,final,10,EQ,Agm/Dividend-15%,nse-filing
INE710A01016,VSTIND,2005-07-22,dividend,12.5,final,10,EQ,Dividend-12.50 Per Share,nse-filing
INE007B01023,GEOJITFSL,2005-07-25,dividend,0.2,final,1,EQ,Agm/Dividend-20%,nse-filing
INE461C01020,GREENPLY,2005-07-25,dividend,0.1,final,1,EQ,Agm/Dividend-10%,nse-filing
INE023B01012,IFGLREFRAC,2005-07-25,dividend,1.5,final,10,EQ,Agm/ Dividend-15%,nse-filing
INE197A01024,JYOTISTRUC,2005-07-25,dividend,0.24,final,2,EQ,Agm/Dividend-12%,nse-filing
INE399C01030,SUPRAJIT,2005-07-25,dividend,0.2,final,1,EQ,Agm/Dividend-20%,nse-filing
INE476A01014,CANBK,2005-07-26,dividend,0.6,final,2,EQ,Agm/Dividend-30%,nse-filing
INE278G01037,CYBERMEDIA,2005-07-26,dividend,1.0,final,10,EQ,Agm/Dividend-10%,nse-filing
INE115A01018,LICHSGFIN,2005-07-26,dividend,1.0,final,2,EQ,Agm/Dividend-50%,nse-filing
INE398B01018,UMIYA-MRO,2005-07-26,dividend,1.25,final,5,EQ,Agm/Dividend-25%,nse-filing
INE767A01016,AARTIDRUGS,2005-07-27,dividend,1.6,final,10,EQ,Agm/Dividend-16%,nse-filing
INE669A01014,TATAINFO,2005-07-27,dividend,8.0,final,10,EQ,Agm/Dividend-80%,nse-filing
INE257B01024,ELGIRUBBER,2005-07-28,dividend,0.6,final,1,EQ,Agm/Dividend @ 60%,nse-filing
INE739A01015,MOSERBAER,2005-07-28,dividend,1.0,final,10,EQ,Dividend-10%,nse-filing
INE236G01019,TVSELECT,2005-07-28,dividend,0.9,final,10,EQ,Agm/Dividend-9%,nse-filing
INE437A01016,APOLLOHOSP,2005-07-29,dividend,2.0,final,5,EQ,Agm/Dividend-40%,nse-filing
INE363A01014,ASIANHOTEL,2005-07-29,dividend,6.0,final,10,EQ,Agm/Dividend-60%,nse-filing
INE371D01029,GEODESIC,2005-07-29,dividend,0.2,final,2,EQ,Agm/Dividend-10%,nse-filing
INE113A01013,GNFC,2005-07-29,dividend,3.75,final,10,EQ,Dividend-37.50%,nse-filing
INE887G01027,GOKEX,2005-07-29,dividend,1.0,final,5,EQ,Agm/Dividend-20%,nse-filing
INE571B01028,JAYBARMARU,2005-07-29,dividend,0.7,final,2,EQ,Dividend-35%,nse-filing
INE614A01028,RAMCOIND,2005-08-01,dividend,0.4,final,1,EQ,Agm/Dividend-40%,nse-filing
,HAVELLS,2005-08-04,split,0.5,observed:kite-observed,,,,kite-observed
INE090A01013,ICICIBANK,2005-08-04,dividend,1.7,final,2,EQ,Agm/Dividend-85%,nse-filing
INE336G01017,KOJAMFIN,2005-08-04,dividend,1.0,final,10,EQ,Agm/Dividend-10%,nse-filing
INE337A01026,LGBROS,2005-08-04,dividend,0.3,final,1,EQ,Dividend-30%,nse-filing
INE881D01027,OFSS,2005-08-04,dividend,5.0,final,5,EQ,Agm/Dividend-100%,nse-filing
INE835A01011,VARDMNPOLY,2005-08-04,dividend,0.42,final,1,EQ,Dividend-42%,nse-filing
INE701A01023,VHL,2005-08-04,dividend,2.0,final,10,EQ,Agm/Dividend-20%,nse-filing
INE825A01012,VTL,2005-08-04,dividend,0.9,final,2,EQ,Dividend-45%,nse-filing
INE719A01017,ZANDUREALT,2005-08-04,dividend,50.0,final,100,EQ,Dividend-Rs50/- Per Share,nse-filing
INE423A01024,ADANIENT,2005-08-05,dividend,0.4,final,1,EQ,Agm/Dividend-40%,nse-filing
INE065A01023,EICHER,2005-08-05,dividend,1.5,final,10,EQ,Agm/Dividend-15%,nse-filing
INE066A01013,EICHERMOT,2005-08-05,dividend,0.4,final,1,EQ,Agm/Dividend-40%,nse-filing
INE343B01030,RAJESHEXPO,2005-08-05,dividend,0.65,final,1,EQ,Agm/Dividend-65%,nse-filing
INE194A01013,TATAINFOTE,2005-08-05,dividend,8.0,final,10,EQ,Agm/Dividend-80%,nse-filing
INE799A01019,KLGSYSTEL,2005-08-08,dividend,1.5,final,10,EQ,Agm/Dividend-15%,nse-filing
INE885A01032,ARE&M,2005-08-09,dividend,0.2,final,1,EQ,Agm/Dividend-20%,nse-filing
INE340A01012,BIRLACORPN,2005-08-10,dividend,1.5,final,10,EQ,Agm/Dividend-15%,nse-filing
INE911F01019,IGFLFERT,2005-08-10,dividend,2.8,final,10,EQ,Dividend-Rs.2.80/- Per Sh,nse-filing
,KIRLOSIND,2005-08-10,split,0.2,observed:kite-observed,,,,kite-observed
INE107A01015,TNPL,2005-08-10,dividend,2.75,final,10,EQ,Agm/Dividend-27.5%,nse-filing
INE415A01038,AGI,2005-08-11,dividend,1.1,final,2,EQ,Agm/Dividend-55%,nse-filing
INE178A01016,CHENNPETRO,2005-08-11,dividend,12.0,final,10,EQ,Agm/Dividend-120%,nse-filing
INE495A01022,DALMIASUG,2005-08-11,dividend,1.0,final,2,EQ,Agm / Dividend -50%,nse-filing
INE361B01024,DIVISLAB,2005-08-11,dividend,1.6,final,2,EQ,Agm/Dividend-80%,nse-filing
INE049A01027,HIMATSEIDE,2005-08-11,dividend,2.5,final,5,EQ,Agm/Dividend-50%,nse-filing
INE008A01015,IDBI,2005-08-11,dividend,0.75,final,10,EQ,Agm/Dividend-7.5%,nse-filing
INE775A01035,MOTHERSON,2005-08-11,dividend,1.0,final,1,EQ,Agm/Dividend-100%,nse-filing
INE103A01014,MRPL,2005-08-11,dividend,1.0,final,10,EQ,Dividend-10%,nse-filing
INE577A01027,MUNJALSHOW,2005-08-11,dividend,1.5,final,2,EQ,Agm/Dividend-75%,nse-filing
INE633B01018,POLYPLEX,2005-08-11,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE114A01011,SAIL,2005-08-11,dividend,1.8,final,10,EQ,Agm/Dividend-18%,nse-filing
INE038F01029,TVTODAY,2005-08-11,dividend,0.75,final,5,EQ,Agm/Dividend-15%,nse-filing
INE481G01011,ULTRACEMCO,2005-08-11,dividend,0.75,final,10,EQ,Dividend-Re.0.75 Per Sh.,nse-filing
