Index Name,Event Date,Scrip Name,Description
Nifty 500,17-01-2002,DCM Shriram Consolidated Ltd.,Inclusion into Index
Nifty 500,17-01-2002,Hind Syntex Ltd.,Exclusion from Index
Nifty 500,17-01-2002,Jammu & Kashmir Bank Ltd.,Inclusion into Index
Nifty 500,17-01-2002,Phillips Carbon Black Ltd.,Exclusion from Index
Nifty 500,17-01-2002,Rhone-Poulenc (India) Ltd.,Exclusion from Index
Nifty 500,17-01-2002,Sun Earth Ceramics Ltd.,Inclusion into Index
Nifty 500,17-01-2002,Tata Teleservices (Maharashtra) Ltd.,Inclusion into Index
Nifty 500,29-01-2002,Aptech Ltd. (Erstwhile),Exclusion from Index
Nifty 500,29-01-2002,Infotech Enterprises Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Aftek Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Alstom India Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Ambalal Sarabhai Enterprises Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Bank of Rajasthan Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Birla Power Solutions Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Caprihans India Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Centak Chemicals Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Creative Eye Ltd.,Inclusion into Index
Nifty 500,29-03-2002,DCL Polyesters Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Elecon Engineering Co. Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Geometric Ltd.,Inclusion into Index
Nifty 500,29-03-2002,I G Petrochemicals Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Infar (India) Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Information Technologies India Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Karnataka Bank Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Kerala Chemicals & Proteins Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Kothari Products Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Lloyds Finance Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Oswal Agro Mills Ltd.,Exclusion from Index
Nifty 500,29-03-2002,PNB Gilts Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Phoenix International Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Prism Cement Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Punjab Chemicals & Crop Protection Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Reliance MediaWorks Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Sona Koyo Steering Systems Ltd.,Exclusion from Index
Nifty 500,29-03-2002,South Indian Bank Ltd.,Inclusion into Index
Nifty 500,29-03-2002,Transpek Industry Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Uttam Value Steels Ltd.,Exclusion from Index
Nifty 500,29-03-2002,Vision Organics Ltd,Inclusion into Index
Nifty 500,29-03-2002,Williamson Tea Assam Ltd.,Inclusion into Index
Nifty 500,23-04-2002,AP Paper Mills Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Ajanta Pharmaceuticals Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Andhra Bank,Inclusion into Index
Nifty 500,23-04-2002,Bajaj Hindusthan Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Blow Plast Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Blue Star Infotech Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Can Fin Homes Ltd.,Inclusion into Index
Nifty 500,23-04-2002,City Union Bank Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Eicher Motors Ltd.,Inclusion into Index
Nifty 500,23-04-2002,FCI OEN Connectors Ltd.,Inclusion into Index
Nifty 500,23-04-2002,GSL Nova Petrochemicals Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Ganesh Benzoplast Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Grindwell Norton Ltd.,Exclusion from Index
Nifty 500,23-04-2002,HIL Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Havell's India Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Hitech Drilling Services India Ltd.,Exclusion from Index
Nifty 500,23-04-2002,I T C Bhadrachalam Paper Boards Ltd.,Exclusion from Index
Nifty 500,23-04-2002,ICICI Ltd.,Exclusion from Index
Nifty 500,23-04-2002,IP Rings Ltd.,Exclusion from Index
Nifty 500,23-04-2002,ITW Signode India Ltd.- Sus,Exclusion from Index
Nifty 500,23-04-2002,Indian Overseas Bank ,Inclusion into Index
Nifty 500,23-04-2002,Indraprastha Medical Corporation Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Jagsonpal Pharmaceuticals Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Jubilant Life Sciences Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Lakshmi Auto Components Ltd.- Delisted,Inclusion into Index
Nifty 500,23-04-2002,Lakshmi Vilas Bank Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Malwa Cotton Spinning Mills Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Next Mediaworks Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Oudh Sugar Mills Ltd.,Exclusion from Index
Nifty 500,23-04-2002,PHIL Corporation Ltd.,Exclusion from Index
Nifty 500,23-04-2002,RPG Transmission Ltd.,Exclusion from Index
Nifty 500,23-04-2002,SIV Industries Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Schenectady Beck India Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Smartlink Network Systems Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Subros Ltd.,Exclusion from Index
Nifty 500,23-04-2002,Taj GVK Hotels & Resorts Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Timex Watches Ltd.,Exclusion from Index
Nifty 500,23-04-2002,United Western Bank Ltd.,Inclusion into Index
Nifty 500,23-04-2002,Vijaya Bank,Inclusion into Index
Nifty 500,23-04-2002,Windsor Machines Ltd.,Exclusion from Index
Nifty 500,14-05-2002,Pritish Nandy Communications Ltd.,Inclusion into Index
Nifty 500,14-05-2002,Sterlite Industries (India) Ltd. -Sus,Exclusion from Index
Nifty 500,21-05-2002,Hoganas India Ltd.- Sus,Exclusion from Index
Nifty 500,21-05-2002,Onward Technologies Ltd.,Inclusion into Index
Nifty 500,06-06-2002,Oil & Natural Gas Corporation Ltd.,Inclusion into Index
Nifty 500,06-06-2002,Tata SSL Ltd.,Exclusion from Index
Nifty 500,09-07-2002,Alok Industries Ltd.,Inclusion into Index
Nifty 500,09-07-2002,Assam Company India Ltd.,Exclusion from Index
Nifty 500,09-07-2002,Balmer Lawrie & Co. Ltd.,Inclusion into Index
Nifty 500,09-07-2002,Bhushan Steel Ltd.,Inclusion into Index
Nifty 500,09-07-2002,Cabot India Ltd.,Exclusion from Index
Nifty 500,09-07-2002,Indian Oil Corporation Ltd.,Inclusion into Index
Nifty 500,09-07-2002,Information Technologies India Ltd.,Exclusion from Index
Nifty 500,09-07-2002,Krebs Biochemicals Ltd.,Exclusion from Index
Nifty 500,09-07-2002,Punjab Anand Lamp Industries Ltd.,Exclusion from Index
Nifty 500,09-07-2002,Rain Industries Ltd,Inclusion into Index
Nifty 500,09-07-2002,Shanthi Gears Ltd.,Inclusion into Index
Nifty 500,09-07-2002,VLS Finance Ltd.,Exclusion from Index
Nifty 500,09-07-2002,Warren Tea Ltd.,Exclusion from Index
Nifty 500,09-07-2002,West Coast Paper Mills Ltd.,Inclusion into Index
Nifty 500,18-07-2002,Godrej Industries Ltd.-Old,Exclusion from Index
Nifty 500,18-07-2002,Tata Coffee Ltd.,Inclusion into Index
Nifty 500,13-08-2002,NELCO Ltd.,Inclusion into Index
Nifty 500,13-08-2002,United Breweries Ltd.-Old,Exclusion from Index
Nifty 500,20-08-2002,Sandvik Asia Ltd. - Delisted,Exclusion from Index
Nifty 500,20-08-2002,Venky's (India) Ltd.,Inclusion into Index
Nifty 500,19-09-2002,AXIS IT&T Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Agro Dutch Industries Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Alstom T&D India Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Andhra Sugars Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Asahi India Glass Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Automotive Axles Ltd.,Exclusion from Index
Nifty 500,19-09-2002,BSL Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Bannari Amman Sugars Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Bharat Hotels Ltd. - Delisted,Inclusion into Index
Nifty 500,19-09-2002,Bhushan Steel Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Binani Industries Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Cadbury India Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Chettinad Cement Corporation Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Compudyne Winfosystems Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Coromandel International Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Daewoo Motors India Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Dena Bank,Inclusion into Index
Nifty 500,19-09-2002,Elder Pharmaceuticals Ltd.,Inclusion into Index
Nifty 500,19-09-2002,First Leasing Co. of India Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Forbes Gokak Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Fulford (India) Ltd.,Exclusion from Index
Nifty 500,19-09-2002,GKN Driveshafts Ltd. -Delisted,Exclusion from Index
Nifty 500,19-09-2002,Gammon India Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Garware-Wall Ropes Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Godavari Fertilisers & Chemicals Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Goodricke Group Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Goodyear India Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Graphite India Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Greaves Cotton Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Gulf Oil India Ltd.-Old,Exclusion from Index
Nifty 500,19-09-2002,Heritage Foods Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Hindustan Powerplus Ltd.,Exclusion from Index
Nifty 500,19-09-2002,IVRCL Ltd.,Inclusion into Index
Nifty 500,19-09-2002,India Glycols Ltd.,Exclusion from Index
Nifty 500,19-09-2002,India Nippon Electricals Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Insilco Ltd. - Sus,Exclusion from Index
Nifty 500,19-09-2002,International Travel House Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Ion Exchange (India) Ltd.,Exclusion from Index
Nifty 500,19-09-2002,JK Tyre & Industries Ltd..,Exclusion from Index
Nifty 500,19-09-2002,Jindal Photo Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Jubilant Life Sciences Ltd.,Exclusion from Index
Nifty 500,19-09-2002,KDL Biotech Ltd.,Inclusion into Index
Nifty 500,19-09-2002,KPIT Technologies Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Kinetic Engineering Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Lupin Ltd.,Inclusion into Index
Nifty 500,19-09-2002,MRO-TEK Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Madras Fertilizers Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Manali Petrochemicals Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Melstar Information Technologies Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Munjal Showa Ltd.,Exclusion from Index
Nifty 500,19-09-2002,NRB Bearings Ltd.,Inclusion into Index
Nifty 500,19-09-2002,PSL Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Panasonic AVC Networks India Co. Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Paper Products Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Philips India Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Pricol Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Prism Cement Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Reliance Petroleum Ltd.- Merge,Exclusion from Index
Nifty 500,19-09-2002,S. Kumars Nationwide Ltd.,Inclusion into Index
Nifty 500,19-09-2002,S.B.& T. International Ltd.,Inclusion into Index
Nifty 500,19-09-2002,SREI Infrastructure Finance Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Shirpur Gold Refinery Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Siltap Chemicals Ltd.- Merged,Inclusion into Index
Nifty 500,19-09-2002,Sintex Industries Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Sirpur Paper Mills Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Soundcraft Industries Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Sundaram Brake Linings Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Surya Roshni Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Tamilnadu Telecommunications Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Tata Sponge Iron Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Thirumalai Chemicals Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Timken India Ltd.,Exclusion from Index
Nifty 500,19-09-2002,United Spirits Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Usha (India) Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Vardhman Holdings Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Vardhman Polytex Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Vardhman Textiles Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Varun Shipping Co. Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Vision Organics Ltd,Exclusion from Index
Nifty 500,19-09-2002,Wellwin Industry Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Wheels India Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Widia (India) Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Winsome Diamonds and Jewellery Ltd.,Exclusion from Index
Nifty 500,19-09-2002,Zenith Computer Ltd.,Inclusion into Index
Nifty 500,19-09-2002,Zodiac Clothing Co. Ltd.,Inclusion into Index
Nifty 500,11-10-2002,Denso India Ltd.,Exclusion from Index
Nifty 500,11-10-2002,HMT Ltd.,Inclusion into Index
Nifty 500,11-10-2002,Infar (India) Ltd.,Exclusion from Index
Nifty 500,11-10-2002,Kakatiya Cement Sugar & Industries Ltd.,Inclusion into Index
Nifty 500,11-11-2002,CFL Capital Financial Services Ltd.,Exclusion from Index
Nifty 500,11-11-2002,Godrej Consumer Products Ltd.,Inclusion into Index
Nifty 500,11-11-2002,KCP Ltd.,Inclusion into Index
Nifty 500,11-11-2002,Modi Rubber Ltd.,Exclusion from Index
Nifty 500,11-11-2002,Panasonic AVC Networks India Co. Ltd.,Exclusion from Index
Nifty 500,11-11-2002,Patspin India Ltd.,Inclusion into Index
Nifty 500,21-01-2003,JK Lakshmi Cement Ltd.,Exclusion from Index
Nifty 500,21-01-2003,Munjal Showa Ltd.,Inclusion into Index
Nifty 500,21-01-2003,Padmini Technologies Ltd.,Exclusion from Index
Nifty 500,21-01-2003,Prism Cement Ltd.,Inclusion into Index
Nifty 500,21-01-2003,Thirumalai Chemicals Ltd.,Exclusion from Index
Nifty 500,21-01-2003,Vardhman Textiles Ltd.,Inclusion into Index
Nifty 500,25-02-2003,Kinetic Motor Co. Ltd.,Exclusion from Index
Nifty 500,25-02-2003,MPS Ltd.,Inclusion into Index
Nifty 500,05-03-2003,Indo Gulf Corporation Ltd.,Exclusion from Index
Nifty 500,05-03-2003,Rico Auto Industries Ltd.,Inclusion into Index
Nifty 500,06-03-2003,Parke-Davis (India) Ltd.,Exclusion from Index
Nifty 500,06-03-2003,Vardhman Holdings Ltd.,Inclusion into Index
Nifty 500,17-03-2003,Bharti Airtel Ltd.,Inclusion into Index
Nifty 500,17-03-2003,Oracle Financial Services Software Ltd.,Inclusion into Index
Nifty 500,17-03-2003,Roofit Industries Ltd.,Exclusion from Index
Nifty 500,17-03-2003,Sun Earth Ceramics Ltd.,Exclusion from Index
Nifty 500,27-03-2003,Punjab National Bank,Inclusion into Index
Nifty 500,27-03-2003,Reckitt Benckiser (India) Ltd,Exclusion from Index
Nifty 500,01-04-2003,ADC India Communications Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Abbott India Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Atlas Copco (India) Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Bannari Amman Sugars Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Burroughs Wellcome (India) Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Carrier Aircon Ltd. ,Exclusion from Index
Nifty 500,01-04-2003,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Fertilisers and Chemicals Travancore Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Future Retail Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Godavari Fertilisers & Chemicals Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Henkel SPIC India Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Hexaware Technologies Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Hikal Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Hindustan Zinc Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Jindal Photo Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Paper Products Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Procter & Gamble Hygiene & Health Care Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Punjab Communications Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Rayban Sun Optics India Ltd.,Exclusion from Index
Nifty 500,01-04-2003,Tata Infotech Ltd.-Merged,Exclusion from Index
Nifty 500,01-04-2003,Trident Ltd.,Inclusion into Index
Nifty 500,01-04-2003,Union Bank of India,Inclusion into Index
Nifty 500,07-04-2003,Bayer Cropscience Ltd.,Exclusion from Index
Nifty 500,07-04-2003,Central India Polyesters Ltd.,Inclusion into Index
Nifty 500,07-04-2003,Ciba Speciality Chemicals (India) Ltd.,Exclusion from Index
Nifty 500,07-04-2003,Jain Irrigation Systems Ltd.,Inclusion into Index
Nifty 500,07-04-2003,Kodak India Ltd. - Delisted,Exclusion from Index
Nifty 500,07-04-2003,Search Chem. Industries Ltd. - Sus,Inclusion into Index
Nifty 500,07-04-2003,Silverline Technologies Ltd. -Sus,Exclusion from Index
Nifty 500,07-04-2003,Tata Sponge Iron Ltd.,Inclusion into Index
Nifty 500,25-04-2003,Jindal Iron & Steel Co. Ltd.,Inclusion into Index
Nifty 500,25-04-2003,Madura Coats Ltd.,Exclusion from Index
Nifty 500,02-05-2003,Aptech Ltd.,Inclusion into Index
Nifty 500,02-05-2003,Castrol (India) Ltd.,Exclusion from Index
Nifty 500,02-05-2003,Gujarat Ambuja Exports Ltd.,Inclusion into Index
Nifty 500,02-05-2003,Novartis India Ltd.,Exclusion from Index
Nifty 500,02-05-2003,OTIS Elevator Company (India) Ltd.,Exclusion from Index
Nifty 500,02-05-2003,Praj Industries Ltd.,Inclusion into Index
Nifty 500,02-05-2003,Todays Writing Instruments Ltd.,Inclusion into Index
Nifty 500,02-05-2003,Wartsila India Ltd.,Exclusion from Index
Nifty 500,23-05-2003,Indo Rama Synthetics (India) Ltd. - Old,Exclusion from Index
Nifty 500,23-05-2003,Vardhman Polytex Ltd.,Inclusion into Index
Nifty 500,17-06-2003,Bharat Hotels Ltd. - Delisted,Exclusion from Index
Nifty 500,17-06-2003,Canara Bank,Inclusion into Index
Nifty 500,04-08-2003,Jindal Poly Films Ltd.,Inclusion into Index
Nifty 500,04-08-2003,Nestle India Ltd.,Exclusion from Index
Nifty 500,11-08-2003,Allahabad Bank,Inclusion into Index
Nifty 500,11-08-2003,Whirlpool of India Ltd.,Exclusion from Index
Nifty 500,05-09-2003,German Remedies Ltd.,Exclusion from Index
Nifty 500,05-09-2003,Shriram Transport Finance Co. Ltd.,Inclusion into Index
Nifty 500,09-09-2003,Jindal Strips Ltd.- Merged,Exclusion from Index
Nifty 500,09-09-2003,Jubilant Life Sciences Ltd.,Inclusion into Index
Nifty 500,11-09-2003,Regency Ceramics Ltd.,Inclusion into Index
Nifty 500,11-09-2003,TVS Electronics Ltd. - Merge,Exclusion from Index
Nifty 500,29-09-2003,Bajaj Hindusthan Ltd.,Inclusion into Index
Nifty 500,29-09-2003,Excel Industries Ltd.- Arrangement,Exclusion from Index
Nifty 500,01-10-2003,Siltap Chemicals Ltd.- Merged,Exclusion from Index
Nifty 500,01-10-2003,Visaka Industries Ltd.,Inclusion into Index
Nifty 500,19-11-2003,Amtek Auto Ltd.,Inclusion into Index
Nifty 500,19-11-2003,Standard Industries Ltd.- Delisted,Exclusion from Index
Nifty 500,21-11-2003,Bayer Cropscience India Ltd. -Erstwhile,Exclusion from Index
Nifty 500,21-11-2003,Divi's Laboratories Ltd.,Inclusion into Index
Nifty 500,05-12-2003,Omax Autos Ltd.,Inclusion into Index
Nifty 500,05-12-2003,Search Chem. Industries Ltd. - Sus,Exclusion from Index
Nifty 500,05-12-2003,State Trading Corporation of India Ltd.,Inclusion into Index
Nifty 500,05-12-2003,United Phosphorous Ltd. -Sus,Exclusion from Index
Nifty 500,11-12-2003,Indian Aluminium Co. Ltd.,Exclusion from Index
Nifty 500,11-12-2003,Indo Gulf Fertilisers Ltd.,Inclusion into Index
Nifty 500,02-01-2004,Mukand Ltd.- Old,Exclusion from Index
Nifty 500,02-01-2004,SML Isuzu Ltd.,Inclusion into Index
Nifty 500,28-01-2004,Centurion Bank Ltd.,Exclusion from Index
Nifty 500,28-01-2004,JSW Steel Ltd.,Inclusion into Index
Nifty 500,01-03-2004,Bank of Rajasthan Ltd.,Exclusion from Index
Nifty 500,01-03-2004,Maruti Suzuki India Ltd.,Inclusion into Index
Nifty 500,15-03-2004,Automotive Axles Ltd.,Inclusion into Index
Nifty 500,15-03-2004,Balaji Distilleries Ltd.,Exclusion from Index
Nifty 500,15-03-2004,Godrej Industries Ltd.,Inclusion into Index
Nifty 500,15-03-2004,Indo Rama Synthetics Ltd.,Inclusion into Index
Nifty 500,15-03-2004,Nava Bharat Ventures Ltd.,Inclusion into Index
Nifty 500,15-03-2004,Oswal Chemicals & Fertilizers Ltd.,Exclusion from Index
Nifty 500,15-03-2004,PSI Data Systems Ltd.,Exclusion from Index
Nifty 500,15-03-2004,Rain Industries Ltd,Exclusion from Index
Nifty 500,22-03-2004,Jaiprakash Industries Ltd.- Suspended,Exclusion from Index
Nifty 500,22-03-2004,Rane Engine Valves Ltd. -old,Inclusion into Index
Nifty 500,12-04-2004,Digital Globalsoft Ltd.,Exclusion from Index
Nifty 500,12-04-2004,Munjal Auto Industries Ltd.,Inclusion into Index
Nifty 500,16-04-2004,Lakshmi Auto Components Ltd.- Delisted,Exclusion from Index
Nifty 500,16-04-2004,Rane Brake Linings Ltd. -old,Inclusion into Index
Nifty 500,24-05-2004,Larsen & Toubro Ltd.-Sus,Exclusion from Index
Nifty 500,24-05-2004,UCO Bank,Inclusion into Index
Nifty 500,14-06-2004,Hind Lever Chemicals Ltd.,Exclusion from Index
Nifty 500,14-06-2004,Welspun Corp Ltd.,Inclusion into Index
Nifty 500,09-07-2004,Ashok Leyland Finance Ltd.,Exclusion from Index
Nifty 500,09-07-2004,Bhushan Steel Ltd.,Inclusion into Index
Nifty 500,09-07-2004,NIIT Ltd.-Sus,Exclusion from Index
Nifty 500,09-07-2004,Welspun India Ltd.,Inclusion into Index
Nifty 500,27-08-2004,Dredging Corporation of India Ltd.,Inclusion into Index
Nifty 500,27-08-2004,Global Trust Bank Ltd.,Exclusion from Index
Nifty 500,30-08-2004,Eicher Ltd.,Exclusion from Index
Nifty 500,30-08-2004,UPL Ltd.,Inclusion into Index
Nifty 500,18-11-2004,Compudyne Winfosystems Ltd.,Exclusion from Index
Nifty 500,18-11-2004,Larsen & Toubro Ltd.,Inclusion into Index
Nifty 500,10-12-2004,AXIS IT&T Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Atcom Technologies Ltd.,Exclusion from Index
Nifty 500,10-12-2004,BPL Engineering Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Biocon Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Dishman Pharmaceuticals & Chemicals Ltd.,Inclusion into Index
Nifty 500,10-12-2004,HeidelbergCement India Ltd.,Exclusion from Index
Nifty 500,10-12-2004,IFCI Ltd.,Exclusion from Index
Nifty 500,10-12-2004,ITD Cementation India Ltd.,Exclusion from Index
Nifty 500,10-12-2004,ITI Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Indraprastha Gas Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Jaiprakash Associates Ltd.,Inclusion into Index
Nifty 500,10-12-2004,LG Balakrishnan & Bros Ltd.,Inclusion into Index
Nifty 500,10-12-2004,LML Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Madras Fertilizers Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Matrix Laboratories Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Monnet Ispat and Energy Ltd.,Inclusion into Index
Nifty 500,10-12-2004,NCC Ltd.,Inclusion into Index
Nifty 500,10-12-2004,NDTV Ltd.,Inclusion into Index
Nifty 500,10-12-2004,NOCIL Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Parekh Platinum Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Patni Computer Systems Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Peninsula Land Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Petronet LNG Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Procter & Gamble Hygiene & Health Care Ltd.,Inclusion into Index
Nifty 500,10-12-2004,R. S. Software (India) Ltd.,Exclusion from Index
Nifty 500,10-12-2004,RPG Cables Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Shree Rama Newsprint Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Snowcem India Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Sona Koyo Steering Systems Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Southern Petrochemicals Industries Corporation Ltd.,Exclusion from Index
Nifty 500,10-12-2004,Sterlite Industries (India) Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Strides Arcolab Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Suryalakshmi Cotton Mills Ltd.,Inclusion into Index
Nifty 500,10-12-2004,TV Today Network Ltd.,Inclusion into Index
Nifty 500,10-12-2004,Yokogawa Ltd.,Exclusion from Index
Nifty 500,10-12-2004,e-Serve International Ltd.,Exclusion from Index
Nifty 500,22-12-2004,Jindal Photo Ltd.,Exclusion from Index
Nifty 500,22-12-2004,Tata Consultancy Services Ltd.,Inclusion into Index
Nifty 500,05-01-2005,India Gypsum Ltd.,Exclusion from Index
Nifty 500,05-01-2005,UltraTech Cement Ltd.,Inclusion into Index
Nifty 500,18-02-2005,Indiabulls Financial Services Ltd.,Inclusion into Index
Nifty 500,18-02-2005,Jindal Iron & Steel Co. Ltd.,Exclusion from Index
Nifty 500,21-02-2005,JSW Steel Ltd.,Exclusion from Index
Nifty 500,21-02-2005,Jindal Stainless Ltd.,Inclusion into Index
Nifty 500,04-03-2005,Bosch Chassis Systems India Ltd.,Inclusion into Index
Nifty 500,04-03-2005,Pharmacia Healthcare Ltd.,Exclusion from Index
Nifty 500,15-03-2005,Eveready Industries India Ltd.,Exclusion from Index
